UTILITY_ID,PLANT_CODE,PLANT_NAME,STREET_ADDRESS,CITY,COUNTY,STATE,ZIP5,NAME_OF_WATER_SOURCE,NERC,PRIMARY_PURPOSE,OWNERTRANSDIST,OWNERTRANSID,OWNERSTATE,REGULATORY_STATUS,SECTOR_NAME,SECTOR_NUMBER,FERC_COGEN,FERC_COGEN_DOCKET,FERC_SMALL_POWER,FERC_SMALL_POWER_DOCKET,FERC_EXEMPT_WHOLESALE,FERC_EXEMPT_WHOLESALE_DOCKET,ISO_RTO,ISO_RTO_CODE
7477,56853,Trans-Jordan Generating Station,10873 S Highway 111,South Jordan,SALT LAKE,UT,84095,,WECC,22,PacifiCorp,14354,OR,NR,IPP,2,N,,N,,N,,N,
7483,1825,J B Sims,1231 N. Third Street,Grand Haven,Ottawa,MI,49417,Grand River,RFC,22,City of Grand Haven,7483,MI,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7483,1826,Grand Haven Diesel Plant,520 S. Harbor Avenue,Grand Haven,OTTAWA,MI,49417,Grand River,RFC,22,City of Grand Haven,7483,MI,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7486,1143,Grand Junction,305 South 11th,Grand Junction,Greene,IA,50107,Municipality,MRO,22,Alliant Energy,56088,IA,RE,Electric Utility,1,N,,N,,N,,N,
7487,1976,Grand Marais,219 S. 8th Ave. W.,Grand Marais,COOK,MN,55604,Lake Superior,MRO,22,City of Grand Marais,7487,MN,RE,Electric Utility,1,N,,N,,N,,N,
7490,165,GRDA,8142 Hwy 412B,Chouteau,Mayes,OK,74337,Grand Neosho,SPP,22,Grand River Dam Authority,7490,OK,RE,Electric Utility,1,N,,N,,N,,Y,SPP
7490,2980,Markham,1 Mi N & 1 Mi W on Hwy 82 of,Locust Grove,Mayes,OK,74352,Grand Neosho,SPP,22,Grand River Dam Authority,7490,OK,RE,Electric Utility,1,N,,N,,N,,Y,SPP
7490,2981,Pensacola,Junction 82 & 28,Langley,Mayes,OK,74350,Grand Neosho,SPP,22,Grand River Dam Authority,7490,OK,RE,Electric Utility,1,N,,N,,N,,Y,SPP
7490,2982,Salina,4 M E on Kenwood Rd & 1 Mi S,Salina,Mayes,OK,74365,Lake Hudson,SPP,22,Grand River Dam Authority,7490,OK,RE,Electric Utility,1,N,,N,,N,,Y,SPP
7494,1977,Granite Falls,101 Oak Street,Granite Falls,Chippewa,MN,56241,Minnesota River,MRO,22,Granite Falls City of,7494,MN,RE,Electric Utility,1,N,,N,,N,,N,
7494,7977,Granite Falls 2,1330 13th Street,Granite Falls,YELLOW MEDICINE,MN,56241,Municipality,MRO,22,Granite Falls City of,7494,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7495,55108,Gorham Energy Project,,,Cumberland,ME,4038,Well,NPCC,22,,,,NR,IPP,2,N,,N,,N,,,
7498,55275,Henderson Generating Station,,,Henderson,KY,42420,,,22,,,,NR,IPP,2,N,,N,,N,,,
7531,55734,Gray County Wind Energy,100 W. Mexitil Street,Montezuma,Gray,KS,67867,,SPP,22,Victory Electric Coop Assn Inc,19820,KS,NR,IPP,2,N,,N,,N,,Y,SPP
7538,52068,Great Falls Hydro Project,72 McBride Ave,Paterson,Passaic,NJ,7501,Passaic River,RFC,22,Public Service Elec & Gas Co,15477,NJ,NR,IPP,2,N,,Y,84-215-000,N,,Y,PJM
7564,54785,Grays Ferry Cogeneration,2600 Christian Street,Philadelphia,Philadelphia,PA,19146,Sch. River,RFC,22,PECO Energy Co,14940,PA,NR,IPP CHP,3,N,,N,,N,,Y,PJM
7570,2038,Cambridge CT,Highway 65,Cambridge,Isanti,MN,55008,NA,MRO,22,Great River Energy,55207,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,2039,Elk River,17845 East Highway 10,Elk River,Sherburne,MN,55330,River,MRO,22,Great River Energy,55207,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,2042,Maple Lake,800 2nd Street West,Maple Lake,Wright,MN,55358,NA,MRO,22,Great River Energy,55207,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,2824,Stanton,4001 Highway 200 A,Stanton,Mercer,ND,58571,Missouri River,MRO,22,Great River Energy,55207,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,6030,Coal Creek,2875 3rd Street SW,Underwood,McLean,ND,58576,Missouri River,MRO,22,Great River Energy,55207,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,6741,Rock Lake CT,1655 Main Street,Pine City,Pine,MN,55063,NA,MRO,22,Great River Energy,55207,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,6824,St Bonifacius,"PO Box 100, 5430 City Road 10",St Bonifacius,Carver,MN,55388,NA,MRO,22,Northern States Power Co,13781,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,7843,Pleasant Valley,68435 310th Street,Dexter,Mower,MN,55926,NA,MRO,22,Great River Energy,55207,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,7925,Lakefield Junction,2159 20th Avenue,Trimont,Martin,MN,56176,N/A,MRO,22,Northern States Power Co,13781,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7570,56786,Spiritwood Station,"3366 93rd Ave SE, P.O. Box 8",Spiritwood,Stutsman,ND,58481,Waste water from malting plant,MRO,22,Otter Tail Power Co,14232,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7595,54134,Great Lakes Hydro America - ME,1024 Cenetral Street,Millinocket,Penobscot,ME,4462,West Branch Penobscot River,NPCC,22,Bangor Hydro-Electric Co,1179,ME,NR,IPP,2,N,,N,,Y,02-137-000,Y,ISONE
7595,54639,Berlin Gorham,972 Main Street,Berlin,Coos,NH,3570,Androscoggin River,NPCC,22,Public Service Co of NH,15472,NH,NR,IPP,2,N,,N,,Y,02-137-000,Y,ISONE
7597,55146,Green Country Energy LLC,12307 S. Florence Ave.,Jenks,Tulsa,OK,74037,Municipal,SPP,22,Public Service Co of Oklahoma,15474,OH,NR,IPP,2,N,,N,,Y,99-149-000,Y,SPP
7601,3734,Berlin 5,144 Nelson Drive,Berlin,Washington,VT,5641,Well,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,3735,Colchester 16,154 Gorge Road,Colchester,Chittenden,VT,5446,,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,3737,Essex Junction 19,111 Park Street,Essex Junction,Chittenden,VT,5452,Winooski River,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,3739,Marshfield 6,78 Power Plant Road,Marshfield,Washington,VT,5658,Marshfield Dam,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,3740,Middlesex 2,7515 Route 100B,Moretown,WASHINGTON,VT,5602,Winooski River,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,3743,West Danville 15,268 Power Plant Plant Road,Danville,Caledonia,VT,5873,Joes Brook,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,6475,Gorge 18,30 Berard Drive,South Burlington,Chittenden,VT,5403,Winooski River,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,6519,Vergennes 9,4 Green Mountain Drive,Vergennes,Addison,VT,5491,Otter Creek,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,6520,Waterbury 22,2246 Little River Road,Waterbury,Washington,VT,5676,Waterbury Reservoir,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,7056,Bolton Falls,341 Power Plant Road,Duxbury,Washington,VT,5676,Winooski River,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7601,7381,Searsburg Wind Turbine,528 Sleepy Hollow Road,Searsburg,Bennington,VT,5363,,NPCC,22,Green Mountain Power Corp,7601,VT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
7626,1144,Greenfield,207 S 1st Street,Greenfield,Adair,IA,50849,Municipality,MRO,22,City of Greenfield,7626,IA,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7626,7856,North,301 N Townline Rd,Greenfield,Adair,IA,50849,Municipality,MRO,22,City of Greenfield,7626,IA,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7630,2681,Greenport,400 Moores Lane,Greenport,Suffolk,NY,11944,Municipality,NPCC,22,Village of Greenport,7630,NY,RE,Electric Utility,1,N,,N,,N,,N,
7631,1281,Greensburg,501 N. Main,Greensburg,Kiowa,KS,67054,,SPP,22,,,,RE,Electric Utility,1,N,,N,,N,,,
7634,4195,Powerlane Plant,4201 Powerlane,Greenville,HUNT,TX,75401,No 4 Resevoir,TRE,22,"Greenville, City of",7634,TX,RE,Electric Utility,1,N,,N,,N,,N,
7651,2062,Henderson,2107 River Road Extended,Greenwood,Leflore,MS,38930,Municipality,SERC,22,Entergy Mississippi Inc,12685,MS,RE,Electric Utility,1,N,,N,,N,,N,
7651,2063,Wright,101 Wright Place,Greenwood,Leflore,MS,38930,Municipality,SERC,22,Entergy Mississippi Inc,12685,MS,RE,Electric Utility,1,N,,N,,N,,N,
7662,54852,Greenville Steam,185 Greenville Steam Road,Greenville,Piscataquis,ME,4442,Moosehead Lake,NPCC,22,Central Maine Power Co,3266,ME,NR,IPP,2,N,,N,,Y,85-562-000,Y,ISONE
7673,55532,Greenville Generating Facility,,,Greenville,SC,29680,Municipality,SERC,22,,,,NR,IPP,2,N,,N,,N,,,
7685,50384,Gregg Falls,55 Mast Rd,Goffstown,Hillsborough,NH,3045,Piscataquoq River,NPCC,22,Public Service Co of NH,15472,NH,NR,IPP,2,N,,Y,85-619-000,N,,Y,ISONE
7698,55153,Guadalupe Generating Station,5740 Weil Road,Marion,Guadalupe,TX,78124,Lake Dunlap,TRE,22,Lower Colorado River Authority,11269,TX,NR,IPP,2,N,,N,,Y,98-100-000,Y,ERCOT
7724,55698,Hanford Energy Park Peaker,10550 Idaho Ave,Hanford,Kings,CA,93230,Wells,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,N,,Y,01-225-000,Y,CAISO
7724,55807,Henrietta Peaker,16027 25th Avenue,Lemoore,Kings,CA,93245,Westland Irrigation District,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,N,,Y,01-225-000,Y,CAISO
7724,55933,Tracy Peaker,1450 W. Schulte Road,Tracy,San Joaquin,CA,95377,Delta-Mendota,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,N,,Y,01-225-000,Y,CAISO
7726,10115,Grossmont Hospital,5555 Grossmont Center Drive,La Mesa,San Diego,CA,91942,,WECC,622,San Diego Gas & Electric Co,16609,CA,NR,Commercial,5,N,,N,,N,,Y,CAISO
7734,54905,ASARCO El Paso Texas,,,El Paso,TX,79922,Municipality,WECC,331,,,,NR,Industrial,6,N,,N,,N,,,
7743,1145,Grundy Center City Light Plant,504 7th. Street.,Grundy Center,GRUNDY,IA,50638,Well,MRO,22,Grundy Center Mun Light & Power,7743,IA,RE,Electric Utility,1,N,,N,,N,,N,
7751,791,Canyon,16930 South Access Road,Canyon Lake,Comal,TX,78155,Canyon Lake,TRE,22,Lower Colorado River Authority,11269,TX,RE,Electric Utility,1,N,,N,,N,,N,
7751,3581,Abbott TP 3,8860 F M 725,McQueeney,Guadalupe,TX,78155,Guadalupe River,TRE,22,Guadalupe Valley Elec Coop Inc,7752,TX,RE,Electric Utility,1,N,,N,,N,,N,
7751,3582,Dunlap TP 1,394 Canal Lane,New Brannfels,Guadalupe,TX,78155,Guadalupe River,TRE,22,Guadalupe Valley Elec Coop Inc,7752,TX,RE,Electric Utility,1,N,,N,,N,,N,
7751,3583,H 4,7182 FM 466,Cost,Gonzales,TX,78155,Guadalupe River,TRE,22,Guadalupe Valley Elec Coop Inc,7752,TX,RE,Electric Utility,1,N,,N,,N,,N,
7751,3584,H 5,1625 PR 2002,Gonzales,Gonzales,TX,78155,Guadalupe River,TRE,22,Guadalupe Valley Elec Coop Inc,7752,TX,RE,Electric Utility,1,N,,N,,N,,N,
7751,3585,Nolte,2220 FM 466,Seguin,Guadalupe,TX,78155,Guadalupe River,TRE,22,Guadalupe Valley Elec Coop Inc,7752,TX,RE,Electric Utility,1,N,,N,,N,,N,
7751,3586,TP 4,16007 FM 725,Seguin,Guadalupe,TX,78155,Guadalupe River,TRE,22,Guadalupe Valley Elec Coop Inc,7752,TX,RE,Electric Utility,1,N,,N,,N,,N,
7801,641,Crist,11999 Pate Street,Pensacola,Escambia,FL,32514,Escambia River,SERC,22,Gulf Power Co,7801,FL,RE,Electric Utility,1,N,,N,,N,,N,
7801,642,Scholz,1460 Gulf Power Road,Sneeds,Jackson,FL,32460,Apalachicola River,SERC,22,Gulf Power Co,7801,FL,RE,Electric Utility,1,N,,N,,N,,N,
7801,643,Lansing Smith,4300 Highway 2300,Southport,Bay,FL,32409,North Bay,SERC,22,Gulf Power Co,7801,FL,RE,Electric Utility,1,N,,N,,N,,N,
7801,7715,Pea Ridge,4575 Highway 90,Pace,Santa Rosa,FL,32571,well,SERC,22,Gulf Power Co,7801,FL,RE,Electric Utility,1,N,,N,,N,,N,
7801,57502,Perdido,12196 Beulah Road,Pensacola,Escambia,FL,32533,,SERC,22,Gulf Power Co,7801,FL,RE,Electric Utility,1,N,,N,,N,,N,
7806,3458,Neches,Gulf States Road,Beaumont,Jefferson,TX,77704,Neches River,SERC,22,,,,RE,Electric Utility,1,N,,N,,N,,,
7833,7174,Gwitchyaa Zhee,Spruce St & Fifth Ave,Fort Yukon,NOT IN FILE,AK,99740,Yukon River,ASCC,22,Gwitchyaa Zhee Utility Co,7833,AK,RE,Electric Utility,1,N,,N,,N,,N,
7840,10367,East Third Street Power Plant,895 East Third Street,Pittsburg,Contra Costa,CA,94565,Conta Costa Water Dist.,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,86-142-004,N,,Y,CAISO
7840,10368,Loveridge Road Power Plant,1600 Loveridge Road,Pittsburg,Contra Costa,CA,94565,Well Water,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,86-143-004,N,,Y,CAISO
7840,10369,Wilbur West Power Plant,1900 Wilbur Avenue,Antioch,Contra Costa,CA,94509,City Of Antioch,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,86-141-004,N,,Y,CAISO
7840,10370,Wilbur East Power Plant,3400 Wilbur Avenue,Antioch,Contra Costa,CA,94509,City Of Antioch,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,85-588-004,N,,Y,CAISO
7840,10371,Nichols Road Power Plant,555 Nichols Road,Bay Point,Contra Costa,CA,94565,California Cities Water,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,86-144-004,N,,Y,CAISO
7857,50461,Cheboygan,437 S Main Street,Cheboygan,Cheboygan,MI,49721,Cheboygan River,RFC,322122,Consumers Energy Co,4254,MI,NR,Industrial,6,N,,N,,N,,Y,MISO
7860,10030,NRG Energy Center Dover,1280 W. North Street,Dover,Kent,DE,19904,Wells,RFC,22,Dover City of,5335,DE,NR,IPP CHP,3,N,,N,,N,,Y,PJM
7869,55328,Hermiston Power Partnership,78910 Simplot Road,Hermiston,Umatilla,OR,97838,Municipal,WECC,22,Bonneville Power Admin,1738,OR,NR,IPP,2,N,,N,,Y,02-103-000,N,
7969,8105,Halstad,405 2nd Avenue West,Halstad,Norman,MN,56548,Wells,MRO,22,City of Halstad,7969,MN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7972,55369,Hamakua Energy Plant,45-300 Lehua St.,Honokaa,Hawaii,HI,96727,Wells,HICC,22,Hawaii Electric Light Co Inc,8287,HI,NR,IPP CHP,3,N,,N,,Y,98-14-000,N,
7977,2917,Hamilton,960 N. 3rd Street,Hamilton,Butler,OH,45011,Great Miami River,RFC,22,City of Hamilton,7977,OH,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7977,4258,Greenup Hydro,3263 Kenyon Road,Franklin Furnace,Scioto,OH,45629,Ohio River,RFC,22,City of Hamilton,7977,OH,RE,Electric Utility,1,N,,N,,N,,N,
7977,7807,Hamilton Hydro,960 N. 3RD STREET,HAMILTON,Butler,OH,45011,Great Miami River,RFC,22,City of Hamilton,7977,OH,RE,Electric Utility,1,N,,N,,N,,Y,MISO
7977,56872,Meldahl Hydroelectric Project,Rt. 8 Ohio River Mile 436.2,Foster,Bracken,KY,41002,Ohio River,SERC,22,City of Hamilton,7977,OH,RE,Electric Utility,1,N,,N,,N,,N,
8009,52140,International Paper Prattville Mill,100 Jensen Road,Prattville,Autauga,AL,36067,Alabama River,SERC,32213,Alabama Power Co,195,AL,NR,Industrial,7,N,,N,,N,,N,
8020,55362,Hammond Energy Center,,,Lake,IN,46320,Lake Michigan,,22,,,,NR,IPP CHP,3,Y,00-33-001,N,,N,,,
8027,55233,Handsome Lake Energy LLC,173 Complanter Lane,Kennerdell,Venango,PA,16374,Wells,RFC,22,Pennsylvania Electric Co,14711,OH,NR,IPP,2,N,,N,,Y,00-18-000; '01-18-000,Y,PJM
8032,10373,Hanford,10596 Idaho Avenue,"Kings, Hanford",Kings,CA,93230,Wells & City of Hanford Water,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,86-138-007,N,,Y,CAISO
8104,6477,Wolcott,,,Lamoille,VT,5680,Lamoille River,NPCC,22,,,,,Electric Utility,1,,,,,,,,
8122,1146,Harlan,405 Chatburn Ave.,Harlan,Shelby,IA,51537,,MRO,22,Harlan City of,8122,IA,RE,Electric Utility,1,N,,N,,N,,N,
8153,52061,Hartford Hospital Cogeneration,19 Jefferson Street,Hartford,HARTFORD,CT,6103,None,NPCC,622,Connecticut Light & Power Co,4176,CT,NR,Commercial,5,N,,N,,Y,04-582-003,Y,ISONE
8153,57179,South End System Cogeneration Plant,60 Columbus Blvd,Hartford,HARTFORD,CT,6010,None,NPCC,622,Connecticut Light & Power Co,4176,CT,NR,Commercial,5,N,,N,,N,,Y,ISONE
8153,57572,HSCo CHP,60 Columbus Blvd,Hartford,Hartford,CT,6103,None,NPCC,22,Connecticut Light & Power Co,4176,CT,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
8155,55143,Harris Energy Facility,,,Harris,TX,77044,City Of Houston,ERCOT,22,,,,NR,IPP,2,N,,N,,N,,,
8181,10118,Harrisburg Facility,1670 S 19th Street,Harrisburg,Dauphin,PA,17104,Harrisburg POTW,RFC,22,PPL Electric Utilities Corp,14715,PA,NR,IPP CHP,3,Y,84-395-002,N,,N,,Y,PJM
8198,56004,Mount Clinton,388 Mount Clinton Pike,Harrisonburg,Rockingham,VA,22802,,SERC,22,Harrisonburg City of,8198,VA,RE,Electric Utility,1,N,,N,,N,,Y,PJM
8198,56005,Pleasant Valley,611 Pleasant Valley Road,Harrisonburg,Rockingham,VA,22801,,SERC,22,Harrisonburg City of,8198,VA,RE,Electric Utility,1,N,,N,,N,,Y,PJM
8198,56006,Harrisonburg Power Plant,1630 Driver Dr,Harrisonburg,HARRISONBURG CITY,VA,22801,City Main,SERC,22,Harrisonburg City of,8198,VA,RE,Electric Utility,1,N,,N,,N,,Y,PJM
8205,1827,Hart,15 N. Water,Hart,OCEANA,MI,49420,Wells,RFC,22,City of Hart Hydro,8205,MI,RE,Electric Utility,1,N,,N,,N,,Y,MISO
8207,55639,Hartburg,,,Newton,TX,77614,,SERC,22,,,,NR,IPP,2,N,,N,,N,,,
8218,55689,Hartwell Energy Center,,,Hart,GA,30643,,SERC,22,,,,NR,IPP,2,N,,N,,N,,,
8245,60,Whelan Energy Center,4520 East South St.,Hastings,Adams,NE,68902,Wells,MRO,22,Nebraska Public Power District,13337,NE,RE,Electric Utility,1,N,,N,,N,,Y,SPP
8245,2243,Don Henry,100 N. Marian Rd.,Hastings,Adams,NE,68902,NA,MRO,22,Hastings City of,8245,NE,RE,Electric Utility,1,N,,N,,N,,N,
8245,2244,North Denver,1228 N. Denver,Hastings,Adams,NE,68902,Wells,MRO,22,Hastings City of,8245,NE,RE,Electric Utility,1,N,,N,,N,,N,
8248,54285,Hastings City Hydroelectric,1350 Lock & Dam Road,Hastings,DAKOTA,MN,55033,Mississippi River,MRO,22,Northern States Power Co,13781,MN,NR,IPP,2,N,,N,,N,,Y,MISO
8273,55519,AES Greystone,2585 Hudson Lane,Brownsville,Haywood,TN,38012,Wells,SERC,22,,,,NR,IPP,2,N,,N,,N,,,
8286,10604,Hawaiian Comm & Sugar Puunene Mill,1 Hansen Road,Puunene,Maui,HI,96784,Deep Wells,HICC,311,Maui Electric Co Ltd,11843,HI,NR,Industrial,7,N,,N,,N,,N,
8286,55863,Paia Hydro,,,Maui,HI,96784,Kamole Weir,HICC,22,,,,,Electric Utility,1,,,,,,,,
8286,55864,Kaheka Hydro,Baldwin Ave (closest st),Puunene,MAUI,HI,96784,Kamole Weir,HICC,111,Maui Electric Co Ltd,11843,HI,NR,Industrial,6,N,,N,,N,,N,
8287,768,Waimea,66-1591 Kawaihae Road,Kamuela,Hawaii,HI,96743,N/A,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8287,769,Kanoelehua,54 Halekauila Street,Hilo,Hawaii,HI,96721,N/A,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8287,771,Puueo,Old Mill Road,Keaau,HAWAII,HI,96749,Wailuku River,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8287,772,W H Hill,54 Halekauila Street,Hilo,Hawaii,HI,96721,Wells,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8287,774,Waiau,Waianuenue Ave and Hwy 200,Hilo,Hawaii,HI,96721,Wailuku River,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8287,6478,Shipman,20 Banyan Drive,Hilo,Hawaii,HI,96721,Pacific Ocean,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8287,7130,Puna,Puna Mill Road,Keaau,Hawaii,HI,96749,Puna Well,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8287,7769,Lalamilo Windfarm,Waimea,Kamuela,Hawaii,HI,96743,,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8287,8083,Keahole,73-4249 Queen Ka'ahumanu Hwy,Kailua Kona,Hawaii,HI,96740,N/A,HICC,22,Hawaii Electric Light Co Inc,8287,HI,RE,Electric Utility,1,N,,N,,N,,N,
8294,55816,Hawkeye Power Partners LLC,1824 200th Street,Garner,Cerro Gordo,IA,50438,,MRO,22,Interstate Power and Light Co,9417,IA,NR,IPP,2,N,,N,,Y,98-62-000,Y,MISO
8303,50541,Harbor Cogen,505 Pier B Street,Wilmington,Los Angeles,CA,90744,Municipality,WECC,22,Southern California Edison Co,17609,CA,NR,IPP,2,N,,N,,Y,99-58-000,Y,CAISO
8307,1978,Hawley,319 6th Street,Hawley,CLAY,MN,56549,Municipality,MRO,22,Hawley Public Utilities Comm,8307,MN,RE,Electric Utility,1,N,,N,,N,,N,
8329,55729,Haywood Energy Center LLC,,,Haywood,TN,38012,Wells,SERC,22,,,,NR,IPP,2,N,,N,,Y,AP,,
8353,10737,North Fork Hydro,"Outside of Bly, Oregon",Bly,Klamath,OR,97622,North Fork Sprague River,WECC,22,PacifiCorp,14354,OR,NR,IPP,2,N,,Y,86-553-000,N,,N,
8365,54306,Wilson Lake Hydroelectric Project,658 Valley Road South,Eden,JEROME,ID,83325,Irrigation Canal,WECC,22,Idaho Power Co,9191,ID,NR,IPP,2,N,,Y,93-71-000,N,,N,
8365,54558,Hazelton B Hydro,2832 State Highway 25,Hazelton,Jerome,ID,83335,Irrigation Canal,WECC,22,Idaho Power Co,9191,ID,NR,IPP,2,N,,Y,93-72-000,N,,N,
8366,159,Lake Creek,2400 East Center,Heber City,Wasatch,UT,84032,Lake Creek,WECC,22,Heber Light & Power Company,8366,UT,RE,Electric Utility,1,N,,N,,N,,N,
8366,7111,Heber City,750 West 350 South,Heber City,Wasatch,UT,84032,Municipality,WECC,22,Heber Light & Power Company,8366,UT,RE,Electric Utility,1,N,,N,,N,,N,
8367,55865,Heartland Preston,1440 Energy Drive,Preston,Fillmore,MN,55965,Municipality,MRO,22,,,,NR,IPP,2,N,,N,,Y,AP,,
8449,1372,Henderson I,419 N. Water Street,Henderson,Henderson,KY,42419,Ohio River,SERC,22,Henderson City Utility Comm,8449,KY,RE,Electric Utility,1,N,,N,,N,,,
8453,54731,Hendricks Regional Health,100 East Main Street,Danville,Hendricks,IN,46122,Municiplaity,RFC,622,Duke Energy Indiana Inc,15470,IN,NR,Commercial,4,N,,N,,N,,Y,MISO
8479,54522,Green Tree Chemical Technologies,"50 S. Minisink Ave, Suite 2",Parlin,Middlesex,NJ,8859,Water System,,325,,,,NR,Industrial,7,Y,92-116-000,N,,N,,,
8486,10120,Hercules Brunswick Plant,2801 Cook St,Brunswick,GLYNN,GA,31520,"Floridan Aquifer, Wells",SERC,325,Georgia Power Co,7140,GA,NR,Industrial,7,N,,N,,N,,N,
8490,1283,Herington,435 South 5th,Herington,Dickinson,KS,67449,Municipality,SPP,22,Westar Energy Inc,22500,KS,RE,Electric Utility,1,N,,N,,N,,Y,SPP
8501,55366,Heritage Station,,,Oswego,NY,13126,Municipality,NPCC,22,,,,NR,IPP,2,N,,N,,N,,,
8503,54761,Hermiston Generating Plant,78145 Westland Road,Hermiston,Umatilla,OR,97838,Columbia River,WECC,22,Bonneville Power Admin,1738,OR,NR,IPP CHP,3,N,,N,,Y,96-70-000,N,
8530,50350,Forks of Butte Hydro Project,DeSabla Powerhouse Access Road,Magalia,Butte,CA,95954,Butte Creek,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,86-485-000,N,,Y,CAISO
8543,1979,Hibbing,1832 Sixth Avenue East,Hibbing,St Louis,MN,55746,Wells,MRO,22,Minnesota Power Inc,12647,MN,RE,Electric Utility,1,N,,N,,N,,N,
8565,56075,High Winds LLC,6700 Birds Landing Rd.,Birds Landing,Solano,CA,94512,N/A,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,N,,Y,03-12-000,Y,CAISO
8567,2131,Higginsville,108 E 22nd St,Higginsville,LAFAYETTE,MO,64037,Municipality,SERC,22,City of Higginsville,8567,MO,RE,Electric Utility,1,N,,N,,N,,N,
8573,946,Highland,501 Ninth Street,Highland,Madison,IL,62249,Municipality,SERC,22,City of Highland,8573,IL,RE,Electric Utility,1,N,,N,,N,,Y,MISO
8596,10121,High Shoals Hydro,110 Frazier Road,High Shoals,MORGAN,GA,30645,River,SERC,22,Georgia Power Co,7140,GA,NR,IPP,2,N,,N,,N,,N,
8599,1285,Hill City,724 South Pomeroy Street,Hill City,GRAHAM,KS,67642,Wells-Municipality,SPP,22,Sunflower Electric Power Corp,18315,KS,RE,Electric Utility,1,N,,N,,N,,N,
8628,56098,Hillsboro,603 South Main,Hillsboro,TRAILL,ND,58045,NA,MRO,22,City of Hillsboro,8628,ND,RE,Electric Utility,1,N,,N,,N,,Y,MISO
