UTILITY_ID,PLANT_CODE,PLANT_NAME,STREET_ADDRESS,CITY,COUNTY,STATE,ZIP5,NAME_OF_WATER_SOURCE,NERC,PRIMARY_PURPOSE,OWNERTRANSDIST,OWNERTRANSID,OWNERSTATE,REGULATORY_STATUS,SECTOR_NAME,SECTOR_NUMBER,FERC_COGEN,FERC_COGEN_DOCKET,FERC_SMALL_POWER,FERC_SMALL_POWER_DOCKET,FERC_EXEMPT_WHOLESALE,FERC_EXEMPT_WHOLESALE_DOCKET,ISO_RTO,ISO_RTO_CODE
14354,3037,Soda Springs,Nfd 011,Idleyld Park,Douglas,OR,97447,North Fork Umpqua River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3040,Toketee Falls,Toketee Falls & Hwy 138,Idleyld Park,Douglas,OR,97447,North Fork Umpqua River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3041,Wallowa Falls,Wallowa Lake Hwy,Joseph,Wallowa,OR,97846,East Fork Wallowa River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3644,Carbon,"Hwy 6 & Hwy 91, 12 mi N Price",Price,Carbon,UT,84526,Price River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3646,Cutler,1365 W Cutler Dam Road,Collinston,Box Elder,UT,84306,Bear River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3648,Gadsby,1407 West North Temple Rear,Salt Lake City,Salt Lake,UT,84104,Jordan River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3651,Granite,4101 Big Cottonwood Canyon Rd,Salt lake City,Salt Lake,UT,84121,Big Cottonwood Creek,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3655,Olmstead,1018 N 1630 E Highway 16,Orem,Utah,UT,84601,Provo River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3656,Pioneer,1218 12th Street,Ogden,Weber,UT,84404,Ogden River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3658,Snake Creek,Snake Creek Drive,Midway,Wasatch,UT,84049,Snake Creek,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3659,Stairs,E. Big Cottonwood Canyon Road,Salt Lake City,Salt Lake,UT,84121,Big Cottonwood Creek,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3661,Weber,1 Mi E. of South Weber on I84,South Weber,Weber,UT,84403,Weber River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3846,Condit,Powerhouse Rd & Hwy 141,White Salmon,Klickitat,WA,98672,White Salmon River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3847,Merwin,300 Merwin Village Road,Ariel,Cowlitz,WA,98603,Lewis River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3850,Swift 1,Rd 91013 at Swift Creek Res.,Cougar,Skamania,WA,98616,Lewis River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,3852,Yale,200 Yale Village Road,Amboy,Cowlitz,WA,98601,Lewis River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,4158,Dave Johnston,1951 Tank Farm Road,Glen Rock,Converse,WY,82637,North Platte River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,4162,Naughton,"Hwy 189, 7 miles SW Kemmerer",Kemmerer,Lincoln,WY,83101,Hams Fork River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,6101,Wyodak,"48 Wyodak Road, Garner Lake Rt",Gillette,Campbell,WY,82716,Municipality,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,6165,Hunter,"UT Hwy 10, S. of Castle Dale",Castle Dale,Emery,UT,84513,Cottonwood Creek,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,6265,Swift 2,"Hwy 503, 2 Mi E of Cougar",Cougar,Cowlitz,WA,98616,Lewis River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,6421,Lemolo 2,Nfd 34 Road,Toketee Falls,Douglas,OR,97447,North Umpqua River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,6459,Big Fork,Hwy 35 & Hwy 209,Big Fork,Flathead,MT,59911,Swan River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,6482,Cline Falls,Hwy 126 & Cline Falls Hwy,Redmond,Deschutes,OR,97756,Deschutes River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,6484,Bend,NW Bond St & NW Wall St,Bend,Deschutes,OR,97701,Deschutes River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,6553,Little Mountain,765 North 10500 West,Ogden,Weber,UT,84404,Wells On Property,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,8066,Jim Bridger,35 Miles East of Rock Springs,Point of Rocks,Sweetwater,WY,82942,Green River,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,8069,Huntington,"Hwy 31, 10 mi W Huntington",Huntington,Emery,UT,84528,Huntington Creek,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,55662,Chehalis Generating Facility,1813 Bishop Road,Chehalis,Lewis,WA,98532,Municipality,WECC,22,Bonneville Power Admin,1738,OR,RE,Electric Utility,1,N,,N,,Y,01-269-000,N,
14354,56102,Currant Creek,2096 West 300 North,Mona,Juab,UT,84645,Wells,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,56237,Lake Side Power Plant,1825 North Pioneer Lane,Vineyard,Utah,UT,84058,Wells,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,56360,Leaning Juniper,72459 Rattlesnake Rd.,Arlington,Gilliam,OR,97812,,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,56466,Marengo Wind Plant,King Rd and Covello Rd,Dayton,Columbia,WA,99328,,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,56666,Goodnoe Hills,1332 Hoctor Road,Goldendale,Klickitat,WA,98620,,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,56841,Glenrock,1026 55 Ranch Road,Glenrock,Converse,WY,82637,,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,56842,Rolling Hills,1026 55 Ranch Road,Glenrock,Converse,WY,82637,,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,,,,,,,N,
14354,56843,Seven Mile Hill,3 Miles NW of Medicine Bow,Medicine Bow,Carbon,WY,82329,B,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,,,,,,,N,
14354,57039,McFadden Ridge,700 Wyoming Highway 12,Rock River,Albany,WY,82083,,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,57040,High Plains,700 Highway 13,Rock River,Albany,WY,82083,,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14354,57299,Dunlap,124 Dunlap Road,Medicine Bow,Carbon,WY,82329,,WECC,22,PacifiCorp,14354,OR,RE,Electric Utility,1,N,,N,,N,,N,
14359,52204,Otay,1600 Maxwell Road,Chula Vista,SAN DIEGO,CA,91911,,WECC,22,San Diego Gas & Electric Co,16609,CA,NR,IPP,2,N,,Y,83-87-001,N,,Y,CAISO
14359,52205,Salinas,350 Crazy Horse Road,Salinas,Monterey,CA,93907,,WECC,22,Pacific Gas & Electric Co,14328,CA,NR,IPP,2,N,,Y,84-450-001,N,,Y,CAISO
14359,52206,Oxnard,2501 N. Ventura Road,Oxnard,Ventura,CA,93030,,WECC,22,Southern California Edison Co,17609,CA,NR,IPP,2,N,,Y,82-187-001,N,,Y,CAISO
14359,52207,Santa Clara,5401 LaFayette,Santa Clara,Santa Clara,CA,95050,,WECC,22,,,,NR,IPP,2,N,,Y,84-154-001,N,,N,
14362,50296,Packaging Corp of America,HWY. 57,Counce,Hardin,TN,38326,Pickwick Lake -Tennessee River,SERC,32213,Tennessee Valley Authority,18642,TN,NR,Industrial,7,Y,83-389-000,N,,N,,N,
14369,50476,Packaging of America Tomahawk Mill,N 9090 County Road E,Tomahawk,Lincoln,WI,54487,Wisconsin River,MRO,322122,Wisconsin Public Service Corp,20860,WI,NR,Industrial,7,Y,84-57-000,N,,N,,Y,MISO
14372,55103,Klamath Cogeneration Plant,4940 Hwy 97 South,Klamath Falls,Klamath,OR,97603,Municipality,WECC,22,PacifiCorp,14354,OR,NR,IPP CHP,3,N,,N,,N,,N,
14372,55544,Klamath Expansion Project,4940 Hwy 97 South,Klamath Falls,Klamath,OR,97603,,WECC,22,PacifiCorp,14354,OR,NR,IPP,2,N,,N,,N,,N,
14381,2936,Painesville,325 Richmond Street,Painesville,Lake,OH,44077,Man Made Pond,RFC,22,City of Painesville,14381,OH,RE,Electric Utility,1,N,,N,,N,,N,
14382,55548,Paducah Energy Center,,,West McCraken,KY,42003,,RFC,22,,,,NR,IPP,2,N,,N,,N,,,
14387,50428,Paper Pak Industries,1941 White Ave,La Verne,Los Angeles,CA,91750,Municipality,WECC,322122,Southern California Edison Co,17609,CA,NR,Industrial,7,Y,83-387-000,N,,N,,,
14395,50674,Municipal Cogen Plant,205 N. El Cielo,Palm Springs,Riverside,CA,92263,Desert Water Agency,WECC,92,Palm Springs City of,14395,CA,NR,Commercial,5,Y,84-25-000,N,,N,,Y,CAISO
14400,2150,Palmyra Municipal,115 N. Spring St.,Palmyra,Marion,MO,63461,Municipal Cooling,SERC,22,"Associated Electric Coop, Inc",924,MO,RE,Electric Utility,1,N,,N,,N,,N,
14400,7304,Palmyra Municipal 2,Spring & Water Sts,Palmyra,MARION,MO,63461,Municipal Cooling,SERC,22,"Associated Electric Coop, Inc",924,MO,RE,Electric Utility,1,N,,N,,N,,N,
14403,55693,Panda Black Prairie Project,,,Clay,MS,39773,Tombigbee River,SERC,22,,,,NR,IPP,2,N,,N,,N,,,
14405,56668,NIH Cogeneration Facility,9000 Rockville Pike Bldg 11A,Bethesda,MONTGOMERY,MD,20892,Municipality,RFC,22,Potomac Electric Power Co,15270,DC,NR,IPP CHP,3,Y,02-83-000,N,,N,,Y,PJM
14405,56900,Atlantic City Convention Center,1 Miss. America Way,Atlantic City,ATLANTIC,NJ,8401,,RFC,22,Atlantic City Electric Co,963,DE,NR,IPP,2,N,,N,,N,,Y,PJM
14410,54832,Panda Brandywine LP,16400 Mattawoman Drive,Brandywine,Prince Georges,MD,20613,Wastewater Treatmnt Plant,RFC,22,Potomac Electric Power Co,15270,DC,NR,IPP CHP,3,N,,N,,N,,Y,PJM
14412,55306,Gila River Power Station,1250 East Watermelon Road,Gila Bend,Maricopa,AZ,85337,Wells,WECC,22,Arizona Public Service Co,803,AZ,NR,IPP,2,N,,N,,Y,00-84-000,N,
14417,54932,Panduit Tinley Park,17301 Ridgeland Av,Tinley Park,Cook,IL,60477,N/A,RFC,335,Commonwealth Edison Co,4110,IL,NR,Industrial,6,N,,N,,N,,Y,PJM
14429,55808,Tallmadge Generation Station,,,Ottawa,MI,49544,Municipality,,22,,,,NR,IPP,2,N,,N,,Y,,,
14432,50776,Panther Creek Energy Facility,4 Dennison Road,Nesquehoning,Carbon,PA,18240,Lausanne Tunnel,RFC,22,Metropolitan Edison Co,12390,OH,NR,IPP,2,N,,Y,87-059-012,N,,Y,PJM
14433,7584,Panora,312 NW 3rd Street,Panora,GUTHRIE,IA,50216,Municipality,MRO,22,City of Panora,14433,IA,RE,Electric Utility,1,N,,N,,N,,Y,MISO
14446,192,Paragould,Poplar Street,Paragould,Greene,AR,72450,Wells,SPP,22,Paragould Light & Water Comm,14446,AR,RE,Electric Utility,1,N,,N,,N,,N,
14446,7283,Paragould Turbine,1901 Jones Road,Paragould,Greene,AR,72450,NA,SPP,22,Paragould Light & Water Comm,14446,AR,RE,Electric Utility,1,N,,N,,N,,Y,SPP
14446,8015,Paragould Reciprocating,1901 Jones Road,Paragould,Greene,AR,72450,NA,SPP,22,Paragould Light & Water Comm,14446,AR,RE,Electric Utility,1,N,,N,,N,,Y,SPP
14459,1376,Paris,702 Scott Avenue,Paris,Bourbon,KY,40361,Stoner Creek,SERC,22,City of Paris,14459,KY,RE,Electric Utility,1,N,,N,,N,,N,
14465,50275,Park 500 Philip Morris USA,4100 Bermuda Hundred Rd,Chester,Chesterfield,VA,23836,James River,SERC,3122,Virginia Electric & Power Co,19876,VA,NR,Industrial,7,Y,80-18-001,N,,N,,Y,PJM
14475,55205,Panda Perkiomen Generating Station,,,Montgomery,PA,18070,,,22,,,,NR,IPP,2,N,,N,,Y,00-102-000,,
14475,55646,Panda Culloden Generating Station,,,Cabell,WV,25510,Cooling,,22,,,,NR,IPP,2,N,,N,,Y,01-102-000,,
14519,50666,Pasco Cnty Solid Waste Resource Recovery,14230 hays road,Spring Hill,Pasco,FL,34610,Municipality,FRCC,22,Progress Energy Florida Inc,6455,FL,NR,IPP,2,N,,Y,86-1096-000,N,,N,
14522,50908,Pasco Beverage,15000 U. S. Hwy. 301,Dade City,Pasco,FL,33526,,FRCC,311,,,,NR,Industrial,7,N,,N,,N,,,
14534,420,Broadway,85 East State Street,Pasadena,Los Angeles,CA,91105,Municipality,WECC,22,City of Pasadena,14534,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14534,422,Glenarm,43 East State Street,Pasadena,Los Angeles,CA,91105,Municipality,WECC,22,City of Pasadena,14534,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14534,6449,Azusa,1850 N San Gabriel Canyon Rd,Azusa,Los Angeles,CA,91702,San Gabriel River,WECC,22,Southern California Edison Co,17609,CA,RE,Electric Utility,1,N,,N,,N,,Y,CAISO
14539,50311,Passaic Valley Water Commission,Union Blvd. & Riverview Drive,Totowa,Passaic,NJ,7512,Passaic River,RFC,22,Public Service Elec & Gas Co,15477,NJ,NR,IPP,2,N,,N,,N,,Y,PJM
14570,50319,Palomar Medical Center,555 East Valley Parkway,Escondido,San Diego,CA,92025,,WECC,622,,,,NR,Commercial,5,Y,84-358-000,N,,N,,,
14577,1174,Paullina,103 E Commerce,Paullina,O Brien,IA,51046,N/A,MRO,22,City of Paullina,14577,IA,RE,Electric Utility,1,N,,N,,N,,,
14582,2995,Pawhuska,701 West 10th,Pawhuska,Osage,OK,74056,Municipality,SPP,22,Public Service Co of Oklahoma,15474,OH,RE,Electric Utility,1,N,,N,,N,,Y,SPP
14584,54056,Pawtucket Power Associates,181 Concord Street,Pawtucket,Providence,RI,2860,Municipality,NPCC,22,National Grid,13516,MA,NR,IPP CHP,3,N,,N,,Y,88-66-002,Y,ISONE
14597,1513,Caribou Generation Station,142 Lower Lyndon St.,Caribou,Aroostook,ME,4736,Aroostook River,NPCC,22,Maine Public Service Co,11522,ME,NR,IPP,2,N,,N,,Y,99-105-000,Y,ISONE
14597,1514,Flos Inn Diesel,Parkhurst Siding Rd.,Presque Isle,Aroostook,ME,4769,Wells,NPCC,22,Maine Public Service Co,11522,ME,NR,IPP,2,N,,N,,Y,95-105-000,Y,ISONE
14597,1516,Squa Pan Hydro Station,Sterling Ridge Rd.,Masardis,Aroostook,ME,4732,Squa Pan Lake,NPCC,22,Maine Public Service Co,11522,ME,NR,IPP,2,N,,N,,Y,99-105-000,Y,ISONE
14600,7408,Payson,1100 North 100 East,Payson,UTAH,UT,84651,Municipality,WECC,22,Payson City Corporation,14600,UT,RE,Electric Utility,1,N,,N,,N,,N,
14605,1678,Waters River,58 R. Pulaski Street,Peabody,Essex,MA,1960,,NPCC,22,New England Power Company,13433,MA,RE,Electric Utility,1,N,,N,,N,,Y,ISONE
14610,564,Stanton Energy Center,5100 S. Alafaya Trail,Orlando,Orange,FL,32831,Eastern Water Reclaimation Fac,FRCC,22,Orlando Utilities Comm,14610,FL,RE,Electric Utility,1,N,,N,,N,,N,
14610,683,Indian River Plant,7800 South US Hwy,Titusville,Brevard,FL,32780,Indian River,FRCC,22,Orlando Utilities Comm,14610,FL,RE,Electric Utility,1,N,,N,,N,,N,
14610,685,St Cloud,1718 10th Street,St. Cloud,Osceola,FL,34769,Municipality,FRCC,22,Orlando Utilities Comm,14610,FL,RE,Electric Utility,1,N,,N,,N,,N,
14612,55413,Peace River Station,,,Polk,FL,33841,,FRCC,22,,,,NR,IPP,2,N,,N,,N,,,
14624,917,Quincy Chute,White Trail Road,Quincy,Grant,WA,98848,West Canal Of Columbia Basin,WECC,22,PUD No 2 of Grant County,14624,WA,RE,Electric Utility,1,N,,N,,N,,N,
14624,3887,Priest Rapids,29086 Highway 243 South,Mattawa,Grant,WA,99349,Columbia River,WECC,22,Bonneville Power Admin,1738,OR,RE,Electric Utility,1,N,,N,,N,,N,
14624,3888,Wanapum,14353 Highway 243,Beverly,Grant,WA,99321,Columbia River,WECC,22,PUD No 2 of Grant County,14624,WA,RE,Electric Utility,1,N,,N,,N,,N,
14624,7113,PEC Headworks,SR 262,Moses Lake,Grant,WA,98837,Potholes Reservoir,WECC,22,PUD No 2 of Grant County,14624,WA,RE,Electric Utility,1,N,,N,,N,,N,
14624,7994,Randolph Road,Randolph Road Sub,Moses Lake,Grant,WA,98837,,WECC,22,PUD No 2 of Grant County,14624,WA,RE,Electric Utility,1,N,,N,,N,,N,
14628,55796,Woodward Mountain I,6.5 miles South Hwy,Girvin,Pecos,TX,79740,,TRE,22,Lower Colorado River Authority,11269,TX,NR,IPP,2,N,,N,,N,,Y,ERCOT
14629,55795,Woodward Mountain II,6.5 miles South Hwy,Girvin,Pecos,TX,79740,,TRE,22,Lower Colorado River Authority,11269,TX,NR,IPP,2,N,,N,,N,,Y,ERCOT
14632,55550,Pegasus Power Project,,,San Bernardino,CA,91710,,WECC,22,,,,NR,IPP,2,N,,N,,N,,,
14635,55993,Peace Valley,1100 Veteran's Parkway,Columbus,Muscogee,GA,31901,Municipality,SERC,22,,,,NR,IPP,2,N,,Y,AP,N,,,
14645,1175,Pella,519 Oskaloosa,Pella,Marion,IA,50219,Municipality,MRO,22,Pella City of,14645,IA,RE,Electric Utility,1,N,,N,,N,,Y,MISO
14645,7971,Pella Peaking,1875 Washington,Pella,Marion,IA,50219,Municipality,MRO,22,Pella City of,14645,IA,RE,Electric Utility,1,N,,N,,N,,Y,MISO
14653,773,Sullivan CR,12391 Sullivan Lake Rd,Metaline Falls,Pend Oreille,WA,99153,Harvey Creek And Sullivan Cree,WECC,22,,,,RE,Electric Utility,1,N,,N,,N,,N,
14653,3891,Box Canyon,7492 Hwy 31,Ione,Pend Oreille,WA,99139,Pend Oreille River,WECC,22,PUD No 1 of Pend Oreille Cnty,14653,WA,RE,Electric Utility,1,N,,N,,N,,N,
14655,55973,Pecan Grove Generating LLC,,,Mitchell,GA,31716,Private/Municipality,SERC,22,,,,NR,IPP,2,N,,N,,N,,,
14656,2296,Pender,416 Main Street,Pender,Thurston,NE,68047,,MRO,22,City of Pender,14656,NE,RE,Electric Utility,1,N,,N,,N,,N,
14661,54664,Pekin Paperboard,1525 South Second St.,Pekin,Tazewell,IL,61555,Wells,SERC,32213,Central Illinois Light Co,3252,IL,NR,Industrial,6,Y,80-27-000,N,,N,,,
14669,50312,Pembroke Hydro,100-2 Main Street,Suncook,Merrimack,NH,3275,Sun Cook River,NPCC,22,Public Service Co of NH,15472,NH,NR,IPP,2,N,,Y,85-620-000,N,,Y,ISONE
14685,10799,Pelzer Upper,Lebby Street,Petzer,Anderson,SC,29669,Saluda River,SERC,22,"Duke Energy Carolinas, LLC",5416,NC,NR,IPP,2,N,,Y,89-259-000,N,,N,
14685,10800,Pelzer Lower,Box 900 Dunlap Road,Belton,Anderson,SC,29669,Saluda River,SERC,22,"Duke Energy Carolinas, LLC",5416,NC,NR,IPP,2,N,,Y,89-258-000,N,,N,
14687,55331,Philadelphia Water Department Southwest,Enterprise Avenue,Philadelphia,Philadelphia,PA,19153,N/A,RFC,22,Philadelphia Water Department,56205,PA,NR,IPP,2,N,,N,,Y,00-55-000;  00-30-000,,
14687,55336,PWD Northwest Facility,3895-99 Richmond St.,Philadelphia,Philadelphia,PA,19137,N/A,RFC,22,Philadelphia Water Department,56205,PA,NR,IPP,2,N,,N,,Y,00-55-000;  00-30-000,,
14762,50310,Standby Generation Plant,250 Brent Lane,Pensacola,Escambia,FL,32503,Emerald Coast Utilities Author,FRCC,611,Gulf Power Co,7801,FL,NR,Commercial,5,N,,N,,N,,N,
14768,54590,Osceola Cogeneration Plant,Osceola interstate 98 @ Hatton,Pahokee,Palm Beach,FL,33476,Surface Water,FRCC,22,,,,NR,IPP CHP,3,Y,91-277-000,Y,95-30-000,N,,,
14795,10515,Oilseed Plant,501 A Barnes Road,Chesapeake,Chesapeake,VA,23324,city water,SERC,311,Virginia Electric & Power Co,19876,VA,NR,Industrial,7,Y,85-340-000,N,,N,,Y,PJM
14811,54154,Seawater Treatment Plant,,,North Slope,AK,99734,,ASCC,211,,,,,,,,,,,,,,
14839,1037,Peru,307 East Canal Street,Peru,Miami,IN,46970,Wabash River,RFC,22,Peru City of,14839,IN,RE,Electric Utility,1,N,,N,,N,,Y,MISO
14840,955,Peru,4005 Plank Rd.,City of Peru,La Salle,IL,61354,Illinois River,RFC,22,City of Peru,14840,IL,RE,Electric Utility,1,N,,N,,N,,N,
14852,50415,King Cove,500k Cannery Row,King Cove,Aleutian Islands,AK,99612,Municipality,ASCC,311,,,,,,,,,,,,,,
14856,91,Petersburg,11 S. Nordic Drive,Petersburg,Wrangell-Petersburg,AK,99833,Crystal Lake,ASCC,22,City of Petersburg,14856,AK,RE,Electric Utility,1,N,,N,,N,,N,
14876,1484,Cape Gas Turbine,2 Ocean Street,Portland,Cumberland,ME,4106,,NPCC,22,Central Maine Power Co,3266,ME,NR,IPP,2,N,,N,,Y,00-185-000,Y,ISONE
14897,54942,Phelps Dodge Chicago Rod,2324 S. Kenneth Avenue,Chicago,Cook,IL,60623,,RFC,331,,,,NR,Industrial,7,N,,N,,N,,,
14925,54628,Phelps Dodge Refining,850 HAWKINS,El Paso,El Paso,TX,79915,Wells,WECC,2122,El Paso Electric Co,5701,TX,NR,Industrial,7,Y,86-652-000; '93-57-000,N,,N,,N,
14928,54236,Pfizer Groton Plant,"Eastern Point Rd, MS 9101",Groton,New London,CT,6340,Thames River,NPCC,325,Groton Dept of Utilities,7716,CT,NR,Industrial,7,Y,89-350-000,N,,N,,Y,ISONE
14932,10043,Logan Generating Company LP,76 Route 130,Swedesboro,Gloucester,NJ,8085,Delaware River,RFC,22,Atlantic City Electric Co,963,DE,NR,IPP CHP,3,Y,87-617-000,N,,Y,"94-9-000, 94-10-000",Y,PJM
14932,10566,Chambers Cogeneration LP,500 Shell Rd.,Carneys Point,Salem,NJ,8069,Salem Canal,RFC,22,Atlantic City Electric Co,963,DE,NR,IPP CHP,3,Y,87-433-000,N,,N,,Y,PJM
14932,50888,Northampton Generating Company LP,1 Horwith Drive,Northampton,Northampton,PA,18067,Lehigh River,RFC,22,PPL Electric Utilities Corp,14715,PA,NR,IPP CHP,3,N,,Y,87-452-000,Y,98-80-000,Y,PJM
14932,50974,Scrubgrass Generating Company LP,2151 Lisbon Road,Kennerdell,Venango,PA,16374,Allegheny River,RFC,22,Pennsylvania Electric Co,14711,OH,NR,IPP,2,N,,Y,88-406-000,Y,98-84-000,Y,PJM
14932,50976,Indiantown Cogeneration LP,13303 SW Silver Fox Lane,Indiantown,Martin,FL,34956,Taylor Creek,FRCC,22,Florida Power & Light Co,6452,FL,NR,IPP CHP,3,Y,90-214-000,N,,Y,98-81-000,N,
14938,54208,Hidalgo Smelter,#1 Smelter Road,Playas,Hidalgo,NM,88009,Wells,WECC,331,,,,NR,Industrial,7,Y,87-606-00,N,,N,,,
14952,50388,Phillips 66 Carbon Plant,2101 Franklin Canyon Rd,Rodeo,Contra Costa,CA,94572,East Bay Mud,WECC,324,Pacific Gas & Electric Co,14328,CA,NR,Industrial,7,Y,84-134-000,N,,N,,Y,CAISO
14956,54151,Central Production Facility 1,,,North Slope,AK,99734,,ASCC,211,,,,,,,,,,,,,,
14956,54152,Central Production Facility 2,,,North Slope,AK,99734,,ASCC,211,,,,,,,,,,,,,,
14956,54153,Central Production Facility 3,,,North Slope,AK,99734,,ASCC,211,,,,,,,,,,,,,,
14966,10284,Pharmacia,100 Route 206 N,Peapack,Somerset,NJ,7977,,RFC,514,Jersey Central Power & Lt Co,9726,OH,NR,Commercial,5,Y,85-77-000,N,,N,,,
14989,54734,Phelps Dodge Tyrone,"Highway 90 S., Tyrone Mine Rd",Tyrone,Grant,NM,88065,Wells,WECC,2122,Public Service Co of NM,15473,NM,NR,Industrial,6,N,,N,,N,,N,
14995,54620,Pinetree Power Fitchburg,2 Rowtier Drive,Westminster,Worcester,MA,1473,"Town of Westminster, MA",NPCC,22,Fitchburg Gas and Electric Light Company,6374,NH,NR,IPP,2,N,,Y,91-37-000,N,,Y,ISONE
15005,55628,GenPower Earleys LLC,,,Hartford,NC,27910,Wells,SERC,22,,,,NR,IPP,2,N,,N,,Y,01-152-000,,
15005,55632,GenPower McIntosh LLC,,,Effingham,GA,31326,Municipality,SERC,22,,,,NR,IPP,2,N,,N,,Y,01-106-000,,
15005,55633,GenPower Kelley LLC,,,Walker,AL,35130,Muncipality & River,SERC,22,,,,NR,IPP,2,N,,N,,Y,00-254-000,,
15005,55649,GenPower West Frankfort LLC,,,Franklin,IL,62896,None,,22,,,,NR,IPP,2,N,,N,,Y,01-217-000,,
15006,50738,New Cornelia Branch Power Plant,South Highway 85,Ajo,Pima,AZ,85321,Treated Wastewater,WECC,2122,,,,NR,Industrial,6,N,,N,,N,,,
15033,55704,Pierce Power Station,,Frederickson,Pierce,WA,98446,,WECC,22,,,,NR,IPP,2,N,,N,,Y,01-190-000,,
15043,193,Municipal Light,Castleberry Street,Piggott,Clay,AR,72454,Municipality,SPP,22,Southwestern Power Admin,17716,OK,RE,Electric Utility,1,N,,N,,N,,N,
15064,50208,Pinetree Power,1241 Whitefield Road,Bethlehem,GRAFTON,NH,3574,Ammonoosuc River,NPCC,22,Public Service Co of NH,15472,NH,NR,IPP,2,N,,Y,85-270-000,N,,Y,ISONE
15085,50739,Pinetree Power Tamworth,469 Plains Rd,Tamworth,Carroll,NH,3886,Wells,NPCC,22,Public Service Co of NH,15472,NH,NR,IPP,2,N,,Y,86-511-000,N,,Y,ISONE
15090,55257,Ina Road Water Pollution Control Fac,7101 N. Casa Grande Hwy,Tucson,PIMA,AZ,85743,,WECC,22132,Tucson Electric Power Co,24211,AZ,NR,Commercial,5,N,,N,,N,,N,
15095,2937,Piqua Power Plant,919 S. Main Street,Piqua,Miami,OH,45356,River Miami,RFC,22,City of Piqua,15095,OH,RE,Electric Utility,1,N,,N,,N,,N,
