UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVAREA
49893,7927,Buffalo Mountain,Anderson,TN,37840,N/A,SERC,22,Tennessee Valley Authority
49893,50949,Hardee Power Station,Hardee,FL,33834,Cooling Water Reservior,FRCC,22,"Peace River Electric Coop, Inc"
49893,56301,Wolverine Creek,Bonneville,ID,83401,,WECC,22,Idaho Power Co
49893,56320,Spring Canyon,Logan,CO,80751,,WECC,22,"Tri-State G & T Assn, Inc"
49893,56377,Judith Gap Wind Energy Center,Wheatland,MT,59520,,WECC,22,Northwestern Electric Coop Inc
49894,1594,Blackstone Street,Middlesex,MA,2139,Charles River Basin,NPCC,22,
49896,56224,TS Power Plant,Eureka,NV,89820,wells and other,WECC,22,Sierra Pacific Power Co
49899,10631,J M Leathers,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49899,10632,A W Hoch,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49899,10634,J J Elmore,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49899,10759,Salton Sea Unit 3,Imperial,CA,92233,Colorado,WECC,22,Imperial Irrigation District
49899,10878,Salton Sea Unit 1,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49899,10879,Salton Sea Unit 2,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49899,50210,Vulcan,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49899,54996,Salton Sea Unit 4,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49899,55983,Salton Sea Unit 5,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49899,55984,CE Turbo,Imperial,CA,92233,Colorado River,WECC,22,Imperial Irrigation District
49903,56225,Acolus Wind Facility,Hansford,TX,79081,,SPP,22,Southwest Public Power Dist
49904,1724,Beacon Heating,Wayne,MI,48226,N/A,ECAR,22,
49905,50849,PE Berkeley,Alameda,CA,94720,East Bay MWD,WECC,611,Pacific Gas & Electric Co
49906,10376,Entenmanns Cogeneration Facility,Cook,IL,60164,Municipal,MAIN,22,Commonwealth Edison Co
49911,10694,Pepperell Paper,Middlesex,MA,1463,Nashua River,NPCC,322122,Massachusetts Electric Co
49911,50166,International Paper Woronoco Mill,Hampden,MA,1097,Chippewa River,NPCC,322122,Western Massachusetts Elec Co
49913,56229,Cogeneration 1,Pima,AZ,85721,wells,WECC,611,Tucson Gas & Electric Co
49918,10608,Gilman Mill,Essex,VT,5904,Connecticut River,NPCC,322122,New England Power Company
49919,54694,Yuma Cogeneration Associates,Yuma,AZ,85364,Municipality,WECC,22,Arizona Public Service Co
49923,50284,American Eagle Paper Mills,Blair,PA,16686,Bald Eagle Creek,MAAC,322122,Pennsylvania Electric Co
49932,50891,El Dorado Hydro Elk Creek,Idaho,ID,83654,Elk Creek,WECC,22,Idaho Power Co
49932,50892,Rock Creek LP,EL Dorado,CA,95667,Rock Creek,WECC,22,Pacific Gas & Electric Co
49932,50895,Bypass,Jerome,ID,83335,North Side Canal,WECC,22,Idaho Power Co
49932,50896,S E Hazelton A,Jerome,ID,83335,North Side Canal,WECC,22,Idaho Power Co
49932,55009,Montgomery Creek Hydro,Shasta,CA,96065,Montgomery Creek,WECC,22,Pacific Gas & Electric Co
49933,55410,Lone Oak Energy Center,Lowndes,MS,39740,"City of Columbus, MS",SERC,22,Tennessee Valley Authority
49934,56089,Blue Heron Energy Center,Indian River,FL,32968,Indian River Water District,FRCC,22,Gulf Power Co
49941,55080,New Albany Energy Facility,Union,MS,38652,New Albany city water,SERC,22,Tennessee Valley Authority
49941,55218,Hinds Energy Facility,Hinds,MS,39213,Wells,SERC,22,Entergy Mississippi Inc
49941,55219,Southaven Energy Facility,De Soto,MS,38671,"Closed Loop, Well Makeup",SERC,22,Entergy Mississippi Inc
49941,55232,Marshall Energy Facility,Marshall,KY,42029,N/A,ECAR,22,Tennessee Valley Authority
49941,55373,Enterprise Energy Facility,Clark,MS,39330,Well,SERC,22,Mississippi Power Co
49941,55418,KGen Hot Spring Generating Facility,Hot Spring,AR,72104,Ouachita River,SERC,22,Entergy Arkansas Inc
49941,55672,Sandersville Energy Facility,Washington,GA,31094,Wells,SERC,22,Georgia Power Co
49942,50561,Eagle Point Cogeneration,Gloucester,NJ,8093,Delaware River,MAAC,22,Public Service Elec & Gas Co
49949,56233,EG178 Facility,Scurry,TX,79549,Wells,ERCOT,211,TXU Electric Delivery Company
49950,56234,Caithness Long Island Energy Center,Suffolk,NY,11719,Suffolk County Water Authority,NPCC,22,Long Island Power Authority
49951,56235,Wabash River Energy,Vigo,IN,47885,Wabash River,ECAR,22,Cinergy Corp
49954,56236,Catoctin Power Plant,Frederick,MD,21703,County wastewater or Potomac R,MAAC,22,The Potomac Edison Co
49955,54061,Minnesota Wood Products,Hubbard,MN,56601,Wells,MRO,321,Otter Tail Power Co
49961,56237,Lake Side Power Plant,Utah,UT,84058,Wells,WECC,22,PacifiCorp
49963,54454,San Gorgonio Windplant WPP1993,Riverside,CA,92258,,WECC,22,Southern California Edison Co
49963,54794,Buffalo Ridge Windplant WPP 1993,Lincoln,MN,56178,,MRO,22,Northern States Power Co
49964,54416,Roche Vitamins,Warren,NJ,7823,Delaware River,MAAC,325,Jersey Central Power & Lt Co
49965,1588,Mystic Generating Station,Middlesex,MA,2129,Mystic River,NPCC,22,Boston Edison Co
49965,55317,Fore River Generating Station,Norfolk,MA,2191,NA,NPCC,22,Boston Edison Co
49966,10435,Camden Resource Recovery Facility,Camden,NJ,8104,Camden Well Water,MAAC,22,Public Service Elec & Gas Co
49967,10149,Louisiana Pacific,Alpena,MI,49707,Lake Huron,ECAR,321,Alpena Power Co
49968,10684,Argus Cogen Plant,San Bernardino,CA,93562,Wells,WECC,325188,Southern California Edison Co
49968,10685,Westend Facility,San Bernardino,CA,93562,Wells,WECC,325188,Southern California Edison Co
49969,54587,Lincoln Paper & Tissue,Penobscot,ME,4457,Mattanawcook Lake,NPCC,322122,Bangor Hydro-Electric Co
49970,55627,Goose Haven Energy Center,Solano,CA,94585,Wells,WECC,22,Pacific Gas & Electric Co
49971,55625,Creed Energy Center,Solano,CA,94585,Well,WECC,22,Pacific Gas & Electric Co
49972,55626,Lambie Energy Center,Solano,CA,94585,Wells,WECC,22,Pacific Gas & Electric Co
49972,55855,Wolfskill Energy Center,Solano,CA,94534,Municipality,WECC,22,Pacific Gas & Electric Co
49973,50468,Rocky Mount Mills,Nash,NC,27804,Tar River,SERC,314,Progress Energy Carolinas Inc
49974,50299,Ripon Mill,San Joaquin,CA,95366,Municipality,WECC,22,Pacific Gas & Electric Co
49974,50300,San Gabriel Facility,Los Angeles,CA,91768,Municipality,WECC,22,Southern California Edison Co
49975,56241,Cannon Falls Energy Center,Goodhue,MN,55009,N/A,MRO,22,Dakota Electric Assn
49976,54447,Welport Lease Project,Kern,CA,93251,N/A,WECC,211,Pacific Gas & Electric Co
49976,54449,Dome Project,Kern,CA,93224,N/A,WECC,211,Pacific Gas & Electric Co
49977,54915,Michigan Power LP,Mason,MI,49431,Pere Marquette River,ECAR,22,Consumers Energy Company
49979,3438,J L Bates,Hidalgo,TX,78572,Hidalgo Co. Dist. #6 and wells,ERCOT,22,AEP Texas Central Company
49979,3439,Laredo,Webb,TX,78041,Rio Grande River,ERCOT,22,AEP Texas Central Company
49979,3440,Lon C Hill,Nueces,TX,78410,Municipality,ERCOT,22,AEP Texas Central Company
49979,3441,Nueces Bay,Nueces,TX,78403,Corpus Christi Ship Channel,ERCOT,22,AEP Texas Central Company
49979,3442,La Palma,Cameron,TX,78586,Resaca De Los Fresnos,ERCOT,22,AEP Texas Central Company
49979,3443,Victoria,Victoria,TX,77901,Wells and Guadalupe River,ERCOT,22,AEP Texas Central Company
49979,4939,Barney M Davis,Nueces,TX,78418,Laguna Madre,ERCOT,22,AEP Texas Central Company
49979,6178,Coleto Creek,Goliad,TX,77960,Coleto Creek Reservoir,ERCOT,22,TXU Electric Delivery Company
49980,10635,Corona Cogen,Riverside,CA,92880,Municipality,WECC,22,Southern California Edison Co
49980,10649,Bear Mountain Cogen,Kern,CA,93308,Wells,WECC,22,Pacific Gas & Electric Co
49980,10650,Badger Creek Cogen,Kern,CA,93308,Well,WECC,22,Pacific Gas & Electric Co
49980,50003,Chalk Cliff Cogen,Kern,CA,93308,Well,WECC,22,Pacific Gas & Electric Co
49980,50493,Double C,Kern,CA,34759,Well,WECC,22,Pacific Gas & Electric Co
49980,50494,Kern Front,Kern,CA,93308,Wells,WECC,22,Pacific Gas & Electric Co
49980,50495,High Sierra,Kern,CA,93308,Well,WECC,22,Pacific Gas & Electric Co
49980,50612,McKittrick Cogen,Kern,CA,93308,Wells,WECC,22,Pacific Gas & Electric Co
49980,54768,Live Oak Cogen,Kern,CA,93308,Well,WECC,22,Pacific Gas & Electric Co
49981,55541,Indigo Energy Facility,Riverside,CA,92258,(Simple Cycle Peaker),WECC,22,Southern California Edison Co
49981,55542,Larkspur Energy Facility,San Diego,CA,92154,(Simple Cycle Peaker),WECC,22,San Diego Gas & Electric Co
49982,56246,Trigen-Oklahoma City,Oklahoma,OK,73102,,SPP,111,Oklahoma Gas & Electric Co
49988,56274,Valley Queen Cheese,Grant,SD,57252,,MRO,22,Otter Tail Power Co
49989,56244,State Auto Insurance,Grant,SD,57252,NA,MRO,522,Otter Tail Power Co
49990,56243,Perham Incinerator,Otter Tail,MN,56573,municipality,MRO,562212,Otter Tail Power Co
49993,56245,Stevens Community Medical Center,Stevens,MN,56267,NA,MRO,622,Otter Tail Power Co
49997,10848,Walden,Orange,NY,12586,Walking River,NPCC,22,New York State Elec & Gas Corp
49997,10902,Victory Mills,Cayuga,NY,12884,Fish Creek,NPCC,22,Niagara Mohawk Power Corp
49999,56259,Besicorp-Empire Power Generating Facilit,Rensselaer,NY,12144,Albany County Sewer Dist South,NPCC,22,Niagara Mohawk Power Corp
50003,10605,Brunswick Cellulose,Glynn,GA,31521,wells,SERC,322122,Georgia Power Co
50006,10790,Victoria Texas Plant,Victoria,TX,77901,N/A,ERCOT,325211,AEP Texas Central Company
50006,10793,Seaford Delaware Plant,Sussex,DE,19973,Nanticoke River,MAAC,314,Delmarva Power & Light Company
50006,10795,Camden South Carolina,Kershaw,SC,29078,Wateree River,SERC,325211,Progress Energy Carolinas
50006,10796,Waynesboro Virginia Plant,Augusta,VA,22980,Wells,SERC,325211,Dominion Virginia Power
50007,10792,Unifi Kinston LLC,Lenoir,NC,28501,Wells & N Lenoir Water Co,SERC,314,Progress Energy Carolinas
50011,56031,Fox Energy Center,Outagamie,WI,54130,Valley Metropolitan Sewage,MAIN,22,Wisconsin Electric Power Co
50012,56270,Callahan Divide Wind Energy Center,Taylor,TX,79562,,ERCOT,22,AEP Texas North Company
50013,56271,Diablo Wind LLC,Alameda,CA,94550,,WECC,22,Pacific Gas & Electric Co
50014,56273,Weatherford Wind Energy Center,Custer,OK,73906,,SPP,22,Public Service Co of Oklahoma
50018,1619,Brayton Point,Bristol,MA,2726,Mt Hope Bay,NPCC,22,Massachusetts Electric Co
50018,1626,Salem Harbor,Essex,MA,1970,"Salem Harbor, Atlantic Ocean",NPCC,22,Massachusetts Electric Co
50018,3236,Manchester Street,Providence,RI,2903,Providence River,NPCC,22,The Narragansett Electric Co
50021,54867,Neenah Paper Munising Mill,Alger,MI,49862,Lake Superior,ECAR,322122,Upper Peninsula Power Co
50023,298,Limestone,Limestone,TX,75846,Lake Limestone,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,3460,Cedar Bayou,Chambers,TX,77520,Cedar Bayou,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,3464,Greens Bayou,Harris,TX,77049,Lake Houston,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,3465,Hiram Clarke,Harris,TX,77045,Water Wells,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,3466,P H Robinson,Galveston,TX,77518,Dickinson Bay,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,3468,Sam Bertron,Harris,TX,77536,Houston Ship Channel,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,3469,T H Wharton,Harris,TX,77064,Water Wells,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,3470,W A Parish,Fort Bend,TX,77481,Smithers Lake,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,3471,Webster,Harris,TX,77598,Clear Lake,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50023,7325,San Jacinto Steam Electric Station,Harris,TX,77571,Dupont,ERCOT,22,"CenterPoint Energy Houston Electric, LLC"
50025,54470,Eagle & Phenix,Muscogee,GA,31994,Chattahoochee River,SERC,314,Georgia Power Co
50026,54578,Glenns Ferry Cogen Facility,Elmore,ID,83623,Municipality,WECC,22,Idaho Power Co
50026,54579,Rupert Cogen Project,Minidoka,ID,83350,Wells,WECC,22,Idaho Power Co
50028,55999,Trigen Revere,Suffolk,MA,2151,Closed Loop Cooling From MWRA,NPCC,22,Massachusetts Electric Co
50031,54359,PPG Place,Allegheny,PA,15272,,ECAR,514,Duquesne Light Co
50033,50491,PPG Natrium Plant,Marshall,WV,26155,Ohio River,ECAR,325,Wheeling Power Co
50034,54360,PPG Industries Works 14,Macon,IL,62549,,MAIN,327,Illinois Power Co
50035,54363,PPG Industries Shelby NC Works,Cleveland,NC,28150,City Water,SERC,327,Duke Energy Carolinas
50036,54364,PPG Industries Works 4,Wichita,TX,76305,,ERCOT,327,TXU Electric Delivery Company
50044,55382,Murray Energy Facility,Murray,GA,30721,Municipality,SERC,22,Georgia Power Co
50045,56284,Santa Maria EPG,San Luis Obispo,CA,93420,air-cooled,WECC,321,Pacific Gas & Electric Co
50047,56282,Calcite,Presque Isle,MI,49779,,ECAR,22,Consumers Energy Company
50047,56285,Lake Winyah,Alpena,MI,49707,,ECAR,22,Alpena Power Co
50047,56286,Alpena Long Lake,Alpena,MI,49707,,ECAR,22,Alpena Power Co
50047,56287,Alpena Rockport,Alpena,MI,49707,,ECAR,22,Alpena Power Co
50048,1620,Deerfield 5,Berkshire,MA,1247,Deerfield River,NPCC,22,Western Massachusetts Elec Co
50048,2349,Comerford,Grafton,NH,3771,Connecticut River,NPCC,22,Littleton Town of
50048,2351,S C Moore,Grafton,NH,3561,Connecticut River,NPCC,22,New Hampshire Elec Coop Inc
50048,2352,Vernon,Eindham,VT,5354,Connecticut River,NPCC,22,Green Mountain Power Corp
50048,2353,Wilder,Windsor,VT,5047,Connecticut River,NPCC,22,Green Mountain Power Corp
50048,3745,Bellows Falls,Windham,VT,5101,Connecticut River,NPCC,22,Green Mountain Power Corp
50048,3746,Harriman,Windham,VT,5361,Deerfield River,NPCC,22,Green Mountain Power Corp
50048,6012,Sherman,Franklin,MA,1367,Deerfield River,NPCC,22,Massachusetts Electric Co
50048,6047,Deerfield 2,Franklin,MA,1341,Deerfeld River,NPCC,22,Western Massachusetts Elec Co
50048,6083,Deerfield 3,Franklin,MA,1338,Deerfield River,NPCC,22,Western Massachusetts Elec Co
50048,6119,Deerfield 4,Franklin,MA,1338,Deerfield River,NPCC,22,Western Massachusetts Elec Co
50048,6483,Mcindoes,Grafton,NH,3771,Connecticut River,NPCC,22,Green Mountain Power Corp
50048,6529,Searsburg,Bennington,VT,5363,Deerfield River,NPCC,22,Green Mountain Power Corp
50053,3436,E S Joslin,Calhoun,TX,77978,Lavaca Bay,ERCOT,22,AEP Texas Central Company
50063,56291,Horse Hollow Wind Energy Center,Taylor,TX,79566,,ERCOT,22,AEP Texas North Company
50076,1497,Messalonskee 2 (Oakland),Kennebec,ME,4963,Messalonskee Stream,NPCC,22,Central Maine Power Co
50076,1498,Messalonskee 3,Kennebec,ME,4963,Messalonskee Stream,NPCC,22,Central Maine Power Co
50076,1500,Messalonskee 5,Kennebec,ME,4963,Messalonskee Stream,NPCC,22,Central Maine Power Co
50079,164,Big Pine,Monroe,FL,33041,,FRCC,22,
50079,6582,Cudjoe,Monroe,FL,33041,,FRCC,22,
50079,6584,Stock Island,Monroe,FL,33041,,FRCC,22,
50081,54373,Southbridge Energy Center LLC,Worcester,MA,1550,Municipality,NPCC,325211,Massachusetts Electric Co
50081,55611,Mingo Junction Energy Center,Jefferson,OH,43938,Wells,ECAR,22,Ohio Power Co
50082,56193,Medford Operation,Jackson,OR,97501,Rogue River Valley Irrigation,WECC,321,PacifiCorp
50083,8004,Fife Brook,Berkshire,MA,1247,Deerfield River,NPCC,22,Western Massachusetts Elec Co
50083,8005,Bear Swamp,Berkshire,MA,1247,Deerfield River,NPCC,22,Western Massachusetts Elec Co
50084,54938,Woodlake Sanitary Services,Hennepin,MN,55344,,MRO,22,Northern States Power Co
50084,54939,EKS Landfill,Dakota,MN,55337,,MRO,22,Northern States Power Co
50084,55006,Four Hills Nashua Landfill,Hillsborough,NH,3062,,NPCC,22,Public Service Co of NH
50084,55159,Balefill Landfill Gas Utilization Proj,Bergen,NJ,7031,,MAAC,22,Public Service Elec & Gas Co
50084,55601,Prima Desheha Landfill,Orange,CA,92675,,WECC,22,San Diego Gas & Electric Co
50084,55603,Tajiguas Landfill,Santa Barbara,CA,93117,,WECC,22,Southern California Edison Co
50084,55604,HMDC Kingsland Landfill,Bergen,NJ,7031,,MAAC,22,Public Service Elec & Gas Co
50084,55647,MM Nashville,Davidson,TN,37218,,SERC,22,Nashville Electric Service
50084,56167,Colton Landfill,San Bernardino,CA,92324,,WECC,22,Southern California Edison Co
50084,56170,Mid Valley Landfill,San Bernardino,CA,92377,,WECC,22,Southern California Edison Co
50084,56171,Milliken Landfill,San Bernardino,CA,91761,,WECC,22,Southern California Edison Co
50085,10062,Miami Dade County Resource Recovery Fac,Miami-Dade,FL,33178,Wells,FRCC,22,Florida Power & Light Company
50087,54243,Brown Williamson Tobacco,Bibb,GA,31298,Municipality,SERC,3122,Georgia Power Co
50094,55222,Lincoln Generating Facility,Will,IL,60442,Municipality,MAIN,22,Commonwealth Edison Co
50095,56294,Bayway Refinery,Union,NJ,7036,,MAAC,32411,Public Service Elec & Gas Co
50096,55192,Osceola,Osceola,FL,34773,St Johns Water Mgmt District,FRCC,22,Progress Energy Florida
50096,55318,Indian River,Brevard,FL,32780,Indian River,FRCC,22,Florida Power & Light Co
50097,50282,Luke Mill,Allegany,MD,21540,Potomac River,MAAC,322122,Potomac Edison Co
50098,5756,KMS Joliet Power Partners LP,Will,IL,60436,,MAIN,22,Commonwealth Edison Co
50098,55758,KMS Macon Power,Macon,IL,62522,Municipality,MAIN,22,Illinois Power Co
50099,10403,Laidlaw Energy & Environmental,Cattaraugus,NY,14731,Stream,NPCC,22,Niagara Mohawk Power Corp
50100,6122,R. E. Ginna Nuclear Power Plant,Wayne,NY,14519,Lake Ontario,NPCC,22,Rochester Gas and Electric Corporation
50102,54763,Rock-Tenn Mill,Marengo,AL,36732,N/A,SERC,32213,Alabama Power Co
50103,55113,Sunoco Eagle Point Refinery,Gloucester,NJ,8093,Delaware River,MAAC,32411,Public Service Elec & Gas Co
50104,55220,Attala Generating LLC,Attala,MS,39160,Big Black River,SERC,22,Entergy Gulf States Inc
50106,7835,Rock Springs Generation Facility,Cecil,MD,21911,NA,MAAC,22,Pennsylvania Electric Co
50110,54828,3200 Wildwood Plaza,Cobb,GA,30339,,SERC,521,Georgia Power Co
50111,1443,Louis Doc Bonin,Lafayette,LA,70506,Cooling Tower,SPP,22,
50111,1445,Rodemacher,Lafayette,LA,70501,Cooling Tower,SPP,22,
50111,56108,T J Labbe Electric Generating,Lafayette,LA,70507,Municipality,SPP,22,
50111,56283,Hargis-Hebert Electric Generating,Lafayette,LA,70508,Municipality,SPP,22,
50114,55052,Jameson Gas Processing Plant,Coke,TX,76949,,ERCOT,211,AEP Texas North Company
50118,6789,St Stephen,Berkeley,SC,29479,Lake Moultrie,SERC,22,
50122,10195,Terra Mississippi Nitrogen,Yazoo,MS,39194,,SERC,325311,Entergy Mississippi Inc
50123,56211,Sweetwater Wind  1 LLC,Nolan,TX,79556,NA,ERCOT,22,TXU Electric Delivery Company
50123,56212,Sweetwater Wind 2 LLC,Nolan,TX,79556,NA,ERCOT,22,TXU Electric Delivery Company
50123,56293,Caprock Wind Farm,Quay,NM,88434,NA,WECC,22,Southwestern Public Service Co
50123,56295,Kumeyaay Wind,San Diego,CA,91906,NA,WECC,22,San Diego Gas & Electric Co
50123,56299,Wind Park Bear Creek,Luzerne,PA,18702,NA,MAAC,22,PPL EnergyPlus LLC
50123,56300,Jersey-Atlantic Wind Farm,Atlantic,NJ,8401,NA,MAAC,22,Atlantic City Electric Co
50123,56311,Sweetwater Wind 3 LLC,Nolan,TX,79556,NA,ERCOT,22,TXU Electric Delivery Company
50123,56336,Aragonne Wind LLC,Guadalupe,NM,88435,,WECC,22,Arizona Public Service Co
50123,56337,Sweetwater Wind 4 LLC,Nolan,TX,79556,,ERCOT,22,TXU Electric Delivery Company
50123,56369,Casselman,Somerset,PA,,,MAAC,22,PPM Energy Inc
50123,56370,Ecogen Wind,Steuben,NY,14873,,NPCC,22,New York State Elec & Gas Corp
50123,56371,Cedar Creek Wind,Weld,CO,80729,,WECC,22,Public Service Co of Colorado
50123,56372,Sweetwater Wind 5,Nolan,TX,79556,,ERCOT,22,TXU Electric Delivery Company
50123,56446,Buena Vista Energy LLC,Contra Costa,CA,94514,,WECC,22,Pacific Gas & Electric Co
50123,56450,GSG LLC,Lee,IL,61378,,MRO,22,Commonwealth Edison Co
50127,56434,Burley Butte Wind Park LLC,Cassia,ID,83318,N/A,WECC,22,Idaho Power Co
50127,56435,Golden Valley Wind Park LLC,Cassia,ID,83318,N/A,WECC,22,Idaho Power Co
50127,56436,Lava Beds Wind Park LLC,Bingham,ID,83221,N/A,WECC,22,Idaho Power Co
50127,56437,Milner Dam Wind Park LLC,Cassia,ID,83318,N/A,WECC,22,Idaho Power Co
50127,56438,Notch Butte Wind Park,Jerome,ID,,N/A,WECC,22,Idaho Power Co
50127,56439,Oregon Trail Wind Park,Twin Falls,ID,83332,N/A,WECC,22,Idaho Power Co
50127,56440,Pilgrim Stage Wind Park,Twin Falls,ID,83332,N/A,WECC,22,Idaho Power Co
50127,56441,Salmon Falls Wind Park,Twin Falls,ID,83332,N/A,WECC,22,Idaho Power Co
50127,56442,Thousand Springs Wind Park,Twin Falls,ID,83332,N/A,WECC,22,Idaho Power Co
50127,56443,Tuana Gulch Wind Park,Twin Falls,ID,83332,N/A,WECC,22,Idaho Power Co
50128,10611,Georgia Pacific Palatka Operations,Putnam,FL,32177,St. Johns River,FRCC,322122,Florida Power & Light Company
50129,10612,Georgia Pacific Port Hudson,East Baton Rouge,LA,70791,Wells,SERC,322122,Entergy Gulf States Inc
50130,56309,Trigen St.Louis,St Louis,MO,63102,Mississippi River,MRO,22,Ameren UE
50131,50765,Stillwater Facility,Churchill,NV,89406,Wells,WECC,22,Sierra Pacific Power Co
