UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVAREA
14354,3032,Prospect 1,Jackson,OR,97536,North Fork Rogue River,WECC,22,
14354,3033,Prospect 2,Jackson,OR,97536,North Fork Rogue River,WECC,22,
14354,3034,Prospect 3,Jackson,OR,97536,South Fork Rogue River,WECC,22,
14354,3035,Prospect 4,Jackson,OR,97536,North Fork Rogue River,WECC,22,
14354,3036,Slide Creek,Douglas,OR,97447,North Umpqua River,WECC,22,
14354,3037,Soda Springs,Douglas,OR,97447,North Fork Umpqua River,WECC,22,
14354,3040,Toketee Falls,Douglas,OR,97447,North Fork Umpqua River,WECC,22,
14354,3041,Wallowa Falls,Wallowa,OR,97846,East Fork Wallowa River,WECC,22,
14354,3643,Upper Beaver,Beaver,UT,84713,Beaver River,WECC,22,
14354,3644,Carbon,Carbon,UT,84526,Price River,WECC,22,
14354,3646,Cutler,Box Elder,UT,84306,Bear River,WECC,22,
14354,3648,Gadsby,Salt Lake,UT,84104,Jordan River City Water,WECC,22,
14354,3651,Granite,Salt Lake,UT,84121,Big Cottonwood Creek,WECC,22,
14354,3655,Olmstead,Utah,UT,84601,Provo River,WECC,22,
14354,3656,Pioneer,Weber,UT,84404,Ogden River,WECC,22,
14354,3658,Snake Creek,Wasatch,UT,84049,Snake Creek,WECC,22,
14354,3659,Stairs,Salt Lake,UT,84121,Big Cottonwood Creek,WECC,22,
14354,3661,Weber,Weber,UT,84403,Weber River,WECC,22,
14354,3846,Condit,Klickitat,WA,98672,White Salmon River,WECC,22,
14354,3847,Merwin,Cowlitz,WA,98603,Lewis River,WECC,22,
14354,3850,Swift 1,Skamania,WA,98616,Lewis River,WECC,22,
14354,3852,Yale,Cowlitz,WA,98601,Lewis River,WECC,22,
14354,4158,Dave Johnston,Converse,WY,82637,North Platte River,WECC,22,
14354,4162,Naughton,Lincoln,WY,83101,Hams Fork River,WECC,22,
14354,6101,Wyodak,Campbell,WY,82716,Municipality,WECC,22,
14354,6165,Hunter,Emery,UT,84513,Mill Site Cottonwood Creek,WECC,22,
14354,6265,Swift 2,Cowlitz,WA,98616,Lewis River,WECC,22,
14354,6421,Lemolo 2,Douglas,OR,97447,North Umpqua River,WECC,22,
14354,6459,Big Fork,Flathead,MT,59911,Swan River,WECC,22,
14354,6482,Cline Falls,Deschutes,OR,97756,Deschutes River,WECC,22,
14354,6484,Bend,Deschutes,OR,97701,Deschutes River,WECC,22,
14354,6553,Little Mountain,Weber,UT,84404,Wells On Property,WECC,22,
14354,8066,Jim Bridger,Sweetwater,WY,82942,Green River,WECC,22,
14354,8069,Huntington,Emery,UT,84528,Huntington River,WECC,22,
14354,55622,West Valley Generation Project,Salt Lake,UT,84170,Municipality,WECC,22,
14354,56102,Currant Creek,Juab,UT,84645,wells,WECC,22,
14359,52204,Otay,San Diego,CA,91911,,WECC,22,San Diego Gas & Electric Co
14359,52205,Salinas,Monterey,CA,93907,,WECC,22,Pacific Gas & Electric Co
14359,52206,Oxnard,Ventura,CA,93030,,WECC,22,Southern California Edison Co
14359,52207,Santa Clara,Santa Clara,CA,95050,,WECC,22,Pacific Gas & Electric Co
14362,50296,Packaging Corp of America,Hardin,TN,38326,Pickwick Lake -Tennessee River,SERC,32213,Tennessee Valley Authority
14369,50476,Packaging of America Tomahawk Mill,Lincoln,WI,54487,Wisconsin River,MAIN,322122,Wisconsin Public Service Corp
14372,55103,Klamath Cogeneration Plant,Klamath,OR,97603,Municipal Effluent,WECC,22,PacifiCorp
14372,55544,Klamath Expansion Project,Klamath,OR,97603,,WECC,22,PacifiCorp
14381,2936,Painesville,Lake,OH,44077,Man Made Pond,ECAR,22,
14382,55548,Paducah Energy Center,West McCraken,KY,42003,,ECAR,22,Big Rivers Electric Corp
14387,50428,Paper Pak Products,Los Angeles,CA,91750,Municipality,WECC,322122,Southern California Edison Co
14395,50674,Municipal Cogen Plant,Riverside,CA,92263,Desert Water Agency,WECC,92,Southern California Edison Co
14400,2150,Palmyra Municipal,Marion,MO,63461,Municipal Cooling,SPP,22,
14400,7304,Palmyra Municipal 2,Marion,MO,63461,Municipal Cooling,SPP,22,
14402,55985,Palomar Energy,San Diego,CA,92029,Recycled water from POTW,WECC,22,San Diego Gas & Electric Co
14403,55693,Panda Black Prairie Project,Clay,MS,39773,Tombigbee River,SERC,22,Tennessee Valley Authority
14410,54832,Panda Brandywine LP,Prince Georges,MD,20613,Wastewater Treatmnt Plant,MAAC,22,Potomac Electric Power Co
14412,55306,Gila River Power Station,Maricopa,AZ,85337,Wells,WECC,22,Arizona Public Service Co
14417,54932,Panduit Tinley Park,Cook,IL,60477,N/A,MAIN,335,Commonwealth Edison Co
14429,55808,Tallmadge Generation Station,Ottawa,MI,49544,Municipality,ECAR,22,Consumers Energy Co
14432,50776,Panther Creek Energy Facility,Carbon,PA,18240,Lausanne Tunnel,MAAC,22,Metropolitan Edison Co
14433,7584,Panora,Guthrie,IA,50216,Municipality,MAIN,22,
14446,192,Paragould,Greene,AR,72450,Wells,SPP,22,
14446,7283,Paragould Turbine,Greene,AR,72450,NA,SPP,22,
14446,8015,Paragould Reciprocating,Greene,AR,72450,NA,SPP,22,
14459,1376,Paris,Bourbon,KY,40361,Stoner Creek,ECAR,22,
14465,50275,Park 500 Philip Morris USA,Chesterfield,VA,23836,James River,SERC,3122,Virginia Electric & Power Co
14475,55205,Panda Perkiomen Generating Station,Montgomery,PA,18070,,MAAC,22,PPL Electric Utilities Corp
14475,55646,Panda Culloden Generating Station,Cabell,WV,25510,Cooling,ECAR,22,American Electric Power Co Inc
14519,50666,Pasco Cnty Solid Waste Resource Recovery,Pasco,FL,34610,Municipality,FRCC,22,Progress Energy Florida Inc
14522,50908,Pasco Beverage,Pasco,FL,33526,,FRCC,311,Tampa Electric Co
14534,420,Broadway,Los Angeles,CA,91105,Municipality,WECC,22,
14534,422,Glenarm,Los Angeles,CA,91105,Municipality,WECC,22,
14534,6449,Azusa,Los Angeles,CA,91702,San Gabriel River,WECC,22,
14539,50311,Passaic Valley Water Commission,Passaic,NJ,7512,Passaic River,MAAC,22,Public Service Elec & Gas Co
14570,50319,Palomar Medical Center,San Diego,CA,92025,,WECC,622,San Diego Gas & Electric Co
14577,1174,Paullina,O Brien,IA,51046,N/A,MRO,22,
14582,2995,Pawhuska,Osage,OK,74056,Municipality,SPP,22,
14584,54056,Pawtucket Power Associates,Providence,RI,2860,Municipality,NPCC,22,National Grid
14597,1513,Caribou Generation Station,Aroostook,ME,4736,Aroostook River,NPCC,22,Maine Public Service Co
14597,1514,Flos Inn Diesel,Aroostook,ME,4769,Wells,NPCC,22,Maine Public Service Co
14597,1516,Squa Pan Hydro Station,Aroostook,ME,4732,Squa Pan Lake,NPCC,22,Maine Public Service Co
14600,7408,Payson,Utah,UT,84651,Municipality,WECC,22,
14605,1678,Waters River,Essex,MA,1960,,NPCC,22,
14610,564,Stanton Energy Center,Orange,FL,32831,Orange County Treated Wastewat,FRCC,22,
14610,683,Indian River Plant,Brevard,FL,32780,Indian River,FRCC,22,
14610,685,St Cloud,Osceola,FL,34769,Municipality,FRCC,22,
14612,55413,Peace River Station,Polk,FL,33841,,FRCC,22,Fort Meade City of
14624,917,Quincy Chute,Grant,WA,98848,West Canal Of Columbia Basin,WECC,22,
14624,3887,Priest Rapids,Grant,WA,99349,Columbia River,WECC,22,
14624,3888,Wanapum,Grant,WA,99321,Columbia River,WECC,22,
14624,7113,PEC Headworks,Grant,WA,98837,Potholes Reservoir,WECC,22,
14624,7994,Randolph Road,Grant,WA,98837,,WECC,22,
14628,55796,Woodward Mountain I,Pecos,TX,79740,,ERCOT,22,AEP Texas North Company
14629,55795,Woodward Mountain II,Pecos,TX,79740,,ERCOT,22,Texas-New Mexico Power Co
14632,55550,Pegasus Power Project,San Bernardino,CA,91710,,WECC,22,Southern California Edison Co
14635,55993,Peace Valley,Muscogee,GA,31901,Municipality,SERC,22,Southern Public Power District
14645,1175,Pella,Marion,IA,50219,Municipality,MRO,22,
14645,7971,Pella Peaking,Marion,IA,50219,Municipality,MRO,22,
14653,773,Sullivan CR,Pend Oreille,WA,99153,Harvey Creek And Sullivan Cree,WECC,22,
14653,3891,Box Canyon,Pend Oreille,WA,99139,Pend Oreille River,WECC,22,
14655,55973,Pecan Grove Generating LLC,Mitchell,GA,31716,Private/Municipality,SERC,22,Southern Co Services Inc
14656,2296,Pender,Thurston,NE,68047,,MRO,22,
14661,54664,Pekin Paperboard,Tazewell,IL,61555,Wells,MAIN,32213,Central Illinois Light Co
14669,50312,Pembroke Hydro,Merrimack,NH,3275,Sun Cook River,NPCC,22,Public Service Co of NH
14685,10799,Pelzer Upper,Anderson,SC,29669,Saluda River,SERC,22,Duke Energy Corporation
14685,10800,Pelzer Lower,Anderson,SC,29669,Saluda River,SERC,22,Duke Energy Carolinas
14687,55331,Philadelphia Water Department Southwest,Philadelphia,PA,19153,N/A,MAAC,22,PECO Energy Co
14687,55336,PWD Northwest Facility,Philadelphia,PA,19137,N/A,MAAC,22,PECO Energy Co
14762,50310,Pensacola Christian College Cogen Plant,Escambia,FL,32504,Emerald Coast Utilities Author,FRCC,611,Gulf Power Co
14768,54590,Osceola Cogeneration Plant,Palm Beach,FL,33476,Surface Water,FRCC,22,Florida Power & Light Company
14795,10515,Oilseed Plant,Chesapeake,VA,23324,city water,SERC,311,Virginia Electric & Power Co
14839,1037,Peru,Miami,IN,46970,Wabash River,ECAR,22,
14840,955,Peru,La Salle,IL,61354,Illinois River,MAIN,22,
14852,50415,King Cove,Aleutian Islands,AK,99612,Municipality,ASCC,311,King Cove City of
14856,91,Petersburg,Wrangell-Petersburg,AK,99833,Crystal Lake,ASCC,22,
14876,1484,Cape Gas Turbine,Cumberland,ME,4106,,NPCC,22,Central Maine Power Co
14897,54942,Phelps Dodge Chicago Rod,Cook,IL,60623,,MAIN,331,Commonwealth Edison Co
14903,1469,PPL Ellsworth Hydro Station,Hancock,ME,4605,Union River,NPCC,22,Bangor Hydro-Electric Co
14903,1472,PPL Howland Hydro Station,Penobscot,ME,4448,Piscataquis River,NPCC,22,Bangor Hydro-Electric Co
14903,1475,PPL Milford Hydro Station,Penobscot,ME,4461,Penobscot River,NPCC,22,Bangor Hydro-Electric Co
14903,1478,PPL Stillwater Hydro Station,Penobscot,ME,4468,Penobscot River,NPCC,22,Bangor Hydro-Electric Co
14903,1479,PPL Veazie Hydro Station,Penobscot,ME,4401,Penobscot River,NPCC,22,Bangor Hydro-Electric Co
14903,55288,PPL Medway Hydro,Penobscot,ME,4460,W Branch Penobscot River,NPCC,22,Bangor Hydro-Electric Co
14903,55967,Great Works Hydro,Penobscot,ME,4468,Penobscot River,NPCC,22,Bangor Hydro-Electric Co
14925,54628,Phelps Dodge Refining,El Paso,TX,79915,Wells,WECC,2122,El Paso Electric Company
14928,54236,Pfizer Groton Plant,New London,CT,6340,Thames River,NPCC,325,Groton Dept of Utilities
14932,10043,Logan Generating,Gloucester,NJ,8085,Delaware River,MAAC,22,Atlantic City Electric Co
14932,10566,Chambers Cogeneration LP,Salem,NJ,8069,Salem Canal,MAAC,22,Atlantic City Electric Co
14932,10672,US Operating Services Co - Cedar Bay,Duval,FL,32218,SSCC Industrial Waste Water,FRCC,22,Jacksonville Electric Authority
14932,50888,Northampton Generating Company,Northampton,PA,18067,Lehigh River,MAAC,22,PPL Electric Utilities Corp
14932,50974,Scrubgrass Generating,Venango,PA,16374,Allegheny River,MAAC,22,Pennsylvania Electric Co
14932,50976,Indiantown Cogeneration LP,Martin,FL,34956,Taylor Creek,FRCC,22,Florida Power & Light Company
14938,54208,Hidalgo Smelter,Hidalgo,NM,88009,Wells,WECC,331,"Columbus Electric Coop, Inc"
14952,50388,Phillips 66 Carbon Plant,Contra Costa,CA,94572,East Bay Mud,WECC,324,Pacific Gas & Electric Co
14966,10284,Pharmacia,Somerset,NJ,7977,,MAAC,514,Jersey Central Power & Lt Co
14989,54734,Phelps Dodge Tyrone,Grant,NM,88065,Wells,WECC,2122,Texas-New Mexico Power Co
14995,54620,Pinetree Power Fitchburg,Worcester,MA,1473,"Town of Westminster, MA",NPCC,22,Fitchburg Gas & Elec Light Co
15005,55628,GenPower Earleys LLC,Hartford,NC,27910,Wells,SERC,22,Virginia Electric & Power Co
15005,55632,GenPower McIntosh LLC,Effingham,GA,31326,Municipality,SERC,22,Mirant Americas Engy Mrktg LP
15005,55633,GenPower Kelley LLC,Walker,AL,35130,Muncipality & River,SERC,22,Alabama Power Co
15005,55649,GenPower West Frankfort LLC,Franklin,IL,62896,None,MAIN,22,Ameren Energy Generating Co
15006,50738,New Cornelia Branch Power Plant,Pima,AZ,85321,Treated Wastewater,WECC,2122,Ajo Improvement Company
15033,55704,Pierce Power Station,Pierce,WA,98446,,WECC,22,Puget Sound Energy Inc
15043,193,Municipal Light,Clay,AR,72454,Municipality,SPP,22,
15064,50208,Pinetree Power,Grafton,NH,3574,Ammonoosuc River,NPCC,22,Public Service Co of NH
15085,50739,Pinetree Power Tamworth,Carroll,NH,3886,Wells,NPCC,22,Public Service Co of NH
15090,55257,Ina Road Water Pollution Control Fac,Pima,AZ,85743,,WECC,22132,Tucson Electric Power Co
15095,2937,Piqua,Miami,OH,45356,River Miami,ECAR,22,
15112,54803,Plymouth State College Cogeneration,Grafton,NH,3264,Municipality,NPCC,611,Public Service Co of NH
15114,50002,Pittsfield Generating LP,Berkshire,MA,1201,Wells,NPCC,22,Western Massachusetts Elec Co
15127,424,French Meadows,Placer,CA,95631,Middle Fork American River,WECC,22,
15127,425,Middle Fork,Placer,CA,95631,Rubicon River,WECC,22,
15127,426,Oxbow,Placer,CA,95631,Middle Fork American River,WECC,22,
15127,427,Ralston,Placer,CA,95631,Rubicon River,WECC,22,
15132,2297,Plainview Muncipal Power,Pierce,NE,68769,City Well,MRO,22,
15136,55349,Pleasants Energy LLC,Pleasants,WV,26170,Municipality,ECAR,22,"Allegheny Electric Coop, Inc"
15137,1455,Plaquemine,Iberville,LA,70764,Municipality,SPP,22,
15142,55650,Plains End,Jefferson,CO,80403,N/A,WECC,22,Public Service Co of Colorado
15143,692,Medicine Bow,Carbon,WY,82329,,WECC,22,
15143,6761,Rawhide,Larimer,CO,80549,Municipality,WECC,22,
15147,2397,PSEG Bayonne Generating Station,Hudson,NJ,7002,,MAAC,22,Public Service Elec & Gas Co
15147,2398,Bergen Generating Station,Bergen,NJ,7657,Bergen County Utility Authorit,MAAC,22,Public Service Elec & Gas Co
15147,2399,PSEG Burlington Generating Station,Burlington,NJ,8016,Delaware  River,MAAC,22,Public Service Elec & Gas Co
15147,2400,PSEG Edison Generating Station,Middlesex,NJ,8817,,MAAC,22,Public Service Elec & Gas Co
15147,2401,PSEG Essex Generating Station,Essex,NJ,7105,,MAAC,22,Public Service Elec & Gas Co
15147,2403,PSEG Hudson Generating Station,Hudson,NJ,7306,Hackensack River,MAAC,22,Public Service Elec & Gas Co
15147,2404,PSEG Kearny Generating Station,Hudson,NJ,7032,Hackensack River,MAAC,22,Public Service Elec & Gas Co
15147,2406,PSEG Linden Generating Station,Union,NJ,7036,Arthur Kill River,MAAC,22,Public Service Elec & Gas Co
15147,2408,PSEG Mercer Generating Station,Mercer,NJ,8611,Delaware River,MAAC,22,Public Service Elec & Gas Co
15147,2409,PSEG National Park Generating Station,Gloucester,NJ,8063,,MAAC,22,Public Service Elec & Gas Co
15147,2411,PSEG Sewaren Generating Station,Middlesex,NJ,7077,Aruthur Kill River,MAAC,22,Public Service Elec & Gas Co
15158,55640,PPL University Park Power Project,Will,IL,60466,,MAIN,22,Commonwealth Edison Co
15161,55870,Plymouth Generation Facility,Benton,WA,99346,Wells,WECC,22,Benton Rural Electric Assn
15162,55539,PPL Upper Hanover Generating Facility,Philadelphia,PA,42101,,MAAC,22,PPL Electric Utilities Corp
15163,55090,Plummer Forest Products,Benewah,ID,83851,Wells,WECC,22,Avista Corp
15173,50389,Port Allen,West Baton Rouge,LA,70767,,SERC,32411,Entergy Gulf States Inc
15174,50623,Gaviota Oil Plant,Santa Barbara,CA,93117,,WECC,324,Southern California Edison Co
15202,762,Ponca,Kay,OK,74601,Municipality,SPP,22,
15202,2997,Ponca Diesel,Kay,OK,74601,Municipality,SPP,22,
15213,50741,Pontook Hydro Facility,Coos,NH,3588,Androscoggin River,NPCC,22,Public Service Co of NH
15222,55203,Ponnequin Phase 1,Weld,CO,82001,,WECC,22,Public Service Co of Colorado
15229,7392,Poplar Bluff Generating Station,Butler,MO,63901,Municipality,SPP,22,
15230,55697,Mirant Portage County LLC,Portage,WI,54467,Wisconsin River,MAIN,22,WPS Energy Services
15237,50341,PCS Nitrogen Fertilizer LP,Iberville,LA,70734,PLANT COOLING WATER SYSTEM,SERC,325,Entergy Gulf States Inc
15246,1851,Frank Jenkins,Ionia,MI,48875,Municipality,ECAR,22,
15248,3044,Bull Run,Clackamas,OR,97055,Big Sandy River,WECC,22,
15248,3045,Faraday,Clackamas,OR,97023,Clackamas River,WECC,22,
15248,3047,North Fork,Clackamas,OR,97023,Clackamas River,WECC,22,
15248,3048,Pelton,Jefferson,OR,97741,Deschutes River,WECC,22,
15248,3049,River Mill,Clackamas,OR,97023,Clackamas River,WECC,22,
15248,3050,Round Butte,Jefferson,OR,97741,Deschutes River,WECC,22,
15248,3053,Sullivan,Clackamas,OR,97068,Willamette River,WECC,22,
15248,4213,PHP 1,Multnomah,OR,97055,Bull Run River,WECC,22,
15248,4214,PHP 2,Clackamas,OR,97055,Bull Run River,WECC,22,
15248,6106,Boardman,Morrow,OR,97818,Carty Reservoir/Columbia River,WECC,22,
15248,6505,Oak Grove,Clackamas,OR,97023,Oak Grove Fork Of Clackamas Ri,WECC,22,
15248,7350,Coyote Springs,Morrow,OR,97818,Wells,WECC,22,
15248,8073,Beaver,Columbia,OR,97016,N/A,WECC,22,
15248,56227,Port Westward,Columbia,OR,97016,Columbia River,WECC,22,
15253,54592,Massena Power Plant,St. Lawrence,NY,13662,St. Lawarence River,NPCC,22,Niagara Mohawk Power Corp
15262,50637,Potlatch Idaho Pulp Paper,Nez Perce,ID,83501,Clearwater River,WECC,32213,Avista Corp
15262,50638,Potlatch Arkansas Pulp Paper,Desha,AR,71630,Mississippi River,SERC,32213,Entergy Arkansas Inc
15262,50640,Potlatch Southern Wood Products,Bradley,AR,71671,"Municipality, Wells",SERC,321,Entergy Gulf States Inc
15274,603,Benning,District of Columbia,DC,20019,Anacostia River,MAAC,22,Potomac Electric Power Co
15274,604,Buzzard Point,District of Columbia,DC,20024,,MAAC,22,Potomac Electric Power Co
15276,3139,PPL Martin Creek LLC Allentown,Lehigh,PA,18013,,MAAC,22,PPL Electric Utilities Corp
15276,3142,PPL Martins Creek LLC Fishbach,Schuylkill,PA,17901,,MAAC,22,PPL Electric Utilities Corp
15276,3143,PPL Martins Creek Harrisburg,Union,PA,17104,,MAAC,22,PPL Electric Utilities Corp
15276,3144,PPL Martins Creek LLC Harwood,Lehigh,PA,18201,,MAAC,22,PPL Electric Utilities Corp
15276,3146,PPL Martins Creek LLC Jenkins,Luzerne,PA,18703,,MAAC,22,PPL Electric Utilities Corp
15276,3147,PPL Martins Creek LLC Lock Haven,Clinton,PA,17745,,MAAC,22,PPL Electric Utilities Corp
15276,3148,PPL Martins Creek,Northampton,PA,18013,Deleware River,MAAC,22,PPL Electric Utilities Corp
15276,3153,PPL HW Wallenpaupack,Northampton,PA,18428,Lackawaxen River,MAAC,22,PPL Electric Utilities Corp
15276,3154,PPL Martins Creek LLC West Shore,Cumberland,PA,17011,,MAAC,22,PPL Electric Utilities Corp
15276,3155,PPL Martins Creek LLC Williamsport,Union,PA,17701,,MAAC,22,PPL Electric Utilities Corp
15282,50850,OLS Energy Chino,San Bernardino,CA,91710,Municipality,WECC,22,Southern California Edison Co
15282,50851,OLS Energy Camarillo,Ventura,CA,93012,Municipality,WECC,22,Southern California Edison Co
15286,50323,Power Investments,Jerome,ID,83338,Northside Canal Hydroelectric,WECC,22,Idaho Power Co
15293,7883,Powell Valley,Hancock,TN,37765,,SERC,22,
15296,88,Ashokan,Ulster,NY,12401,Ashokan Reservoir,NPCC,22,
15296,650,Kensico,Westchester,NY,10595,Kensico Reservoir,NPCC,22,
15296,808,Jarvis (Hinckley),Oneida,NY,13352,Hinckley Reservoir,NPCC,22,
15296,2491,Charles Poletti,Queens,NY,11105,East River,NPCC,22,
15296,2685,Crescent,Albany,NY,12047,Mohawk River,NPCC,22,
15296,2686,Vischer Ferry,Saratoga,NY,12148,Mohawk River,NPCC,22,
15296,2691,Blenheim Gilboa,Schoharie,NY,12076,Schoharie Creek,NPCC,22,
15296,2692,Lewiston Niagara,Niagara,NY,14092,Forebay Of Robert Moses Niagar,NPCC,22,
15296,2693,Robert Moses Niagara,Niagara,NY,14092,Niagara River,NPCC,22,
15296,2694,Robert Moses Power Dam,St Lawrence,NY,13662,St Lawrence River,NPCC,22,
15296,7314,Richard M Flynn,Suffolk,NY,11742,Wells,NPCC,22,
15296,7909,Vernon Boulevard,Queens,NY,11427,N/A,NPCC,22,
15296,7910,Joseph J. Seymour Power Project,Kings,NY,11232,N/A,NPCC,22,
15296,7912,Brentwood,Suffolk,NY,11717,N/A,NPCC,22,
15296,7913,Hell Gate,Bronx,NY,10454,N/A,NPCC,22,
15296,7914,Harlem River Yard,Bronx,NY,10454,N/A,NPCC,22,
15296,7915,North 1st,Kings,NY,11211,N/A,NPCC,22,
15296,8053,Pouch,Richmond,NY,10305,,NPCC,22,
15296,56196,500MW CC,Queens,NY,11105,N/A,NPCC,22,
15298,2181,Black Eagle,Cascade,MT,59404,Missouri River,WECC,22,NorthWestern Energy
15298,2182,Cochrane,Cascade,MT,59404,Missouri River,WECC,22,NorthWestern Energy
15298,2185,Hauser,Cascade,MT,59602,Missouri River,WECC,22,NorthWestern Energy
15298,2186,Holter,Cascade,MT,59648,Missouri River,WECC,22,NorthWestern Energy
15298,2187,J E Corette Plant,Yellowstone,MT,59101,Yellowstone River,WECC,22,NorthWestern Energy
15298,2188,Kerr,Lake,MT,59860,Flathead River,WECC,22,USBIA-Mission Valley Power
15298,2191,Morony,Cascade,MT,59404,Missouri River,WECC,22,NorthWestern Energy
15298,2192,Mystic,Stillwater,MT,59028,Mystic Lake,WECC,22,NorthWestern Energy
15298,2193,Rainbow,Cascade,MT,59404,Missouri River,WECC,22,NorthWestern Energy
15298,2194,Ryan,Cascade,MT,59404,Missouri River,WECC,22,NorthWestern Energy
15298,2195,Thompson Falls,Sanders,MT,59873,Clark Fork River,WECC,22,NorthWestern Energy
15298,6076,Colstrip,Rosebud,MT,59323,Yellowstone River,WECC,22,NorthWestern Energy
15298,6422,Madison,Madison,MT,59729,Madison River,WECC,22,NorthWestern Energy
15300,52176,C R Wing Cogen Plant,Howard,TX,79720,Colo.River Municipal Water Dis,ERCOT,22,TXU Electric Delivery Company
15315,55785,Island Station,Ramsey,MN,55102,Well,MRO,22,Northern States Power Co
15320,50148,Linde Wilmington,Los Angeles,CA,90744,Municipal,WECC,325,Los Angeles City of
15321,1317,Pratt,Pratt,KS,67124,Municipal,SPP,22,
15321,7447,Pratt 2,Pratt,KS,67124,Municipal,SPP,22,
15322,55787,PPL Shoreham Energy LLC,Suffolk,NY,11719,Municipality,NPCC,22,Long Island Power Authority
15330,55856,Prairie State Generatng Station,Washington,IL,62257,Kaskaskia River (Cooling),MAIN,22,Dynegy Inc
15338,55624,PPL Hatfield Generating Facility,Montgomery,PA,19440,,MAAC,22,PPL Electric Utilities Corp
15343,55096,Portside Energy,Porter,IN,46368,Lake Michigan,ECAR,22,Northern Indiana Pub Serv Co
15348,2004,Preston,Fillmore,MN,55965,Municipality,MRO,22,
15349,1176,Preston,Jackson,IA,52069,Municipality,MRO,22,
15359,52119,Primary Childrens Medical Center,Salt Lake,UT,84113,Municipality,WECC,622,PacifiCorp
15371,7501,Richard F Wheeler,Worcester,MA,1541,N/A,NPCC,22,
15375,50464,Oxnard,Ventura,CA,93030,City of Oxnard,WECC,322122,Southern California Edison Co
15377,1177,Primghar,O Brien,IA,51245,N/A,MRO,22,
15380,50060,Prince Georges County Brown Station Road,Prince Georges,MD,20774,Municipality,MAAC,92,Potomac Electric Power Co
15380,55964,PG Cnty Brown Station Road II,Prince Georges,MD,20774,Municipality,MAAC,92,Potomac Electric Power Co
15381,7764,MPC Generating,Walton,GA,30656,Municipal,SERC,22,Walton Electric Member Corp
15381,7826,Rowan,Rowan,NC,28147,Municipality,SERC,22,Duke Energy Corporation
15381,55128,Walton County Power LLC,Walton,GA,30656,Municipal,SERC,22,Georgia Power Co
15381,55332,Washington County,Washington,GA,31082,Wells,SERC,22,Georgia Power Co
15381,55406,Effingham County Power Project,Effingham,GA,31326,Municipality,SERC,22,Savannah Electric & Power Co
15381,55422,DeSoto County Plant,De Soto,FL,34266,Wells,FRCC,22,Florida Power & Light Company
15382,50852,Prime Energy LP,Bergen,NJ,7407,Municipality,MAAC,22,Public Service Elec & Gas Co
15387,2005,Princeton,Mille Lacs,MN,55371,Municipality,MRO,22,
15388,957,Princeton,Bureau,IL,61356,Municipality,MAIN,22,
15394,50463,Procter & Gamble Mehoopany Mill,Wyoming,PA,18629,,MAAC,322122,Pennsylvania Electric Co
15399,55871,Klondike Wind Power,Sherman,OR,87058,,WECC,22,"Wasco Electric Coop, Inc"
15399,56112,Mountain View III,Riverside,CA,92258,,WECC,22,Pacific Gas & Electric Co
15399,56172,Flying Cloud Power Partners LLC,Dickinson,IA,51347,,MRO,22,Interstate Power and Light Co
15399,56173,Colorado Green Holdings LLC,Prowers,CO,81052,,WECC,22,Public Service Co of Colorado
15399,56174,Moraine Wind LLC,Pipestone,MN,56186,,MRO,22,Northern States Power Co
15399,56175,Phoenix Wind Power LLC,Riverside,CA,92258,,WECC,22,Southern California Edison Co
15399,56296,Trimont Area Wind Farm,Martin,MN,56172,,MRO,22,Great River Energy
15399,56303,Elk River Wind,Butler,KS,67072,,SPP,22,Westar Energy Inc
15399,56359,Klondike Windpower II,Sherman,OR,97065,,WECC,22,Bonneville Power Admin
15399,56360,Leaning Juniper,Gilliam,OR,97812,,WECC,22,Bonneville Power Admin
15399,56361,Big Horn Wind Project,Klickitat,WA,99322,,WECC,22,Bonneville Power Admin
15399,56362,Shiloh I Wind Project,Solano,CA,94571,,WECC,22,Pacific Gas & Electric Co
15400,50456,Procter & Gamble Cincinnati Plant,Hamilton,OH,45217,Wells,ECAR,339,The Cincinnati Gas & Electric Company
15404,50453,Kansas City,Wyandotte,KS,66105,Municipality,SPP,325,Kansas City City of
15430,10033,Greater Detroit Resource Recovery,Wayne,MI,48211,Municipality,ECAR,514199,Detroit Edison Co
15434,54425,Project Orange Associates LP,Onondaga,NY,13202,Municipal,NPCC,611,Niagara Mohawk Power Corp
15440,3245,Providence,Providence,RI,2857,Scituate Reservoir,NPCC,22,
15444,3686,Provo,Utah,UT,84601,Provo River,WECC,22,
15452,568,Bridgeport Station,Fairfield,CT,6604,Bridgeport Harbor,NPCC,22,United Illuminating Co
15452,6156,New Haven Harbor,New Haven,CT,6512,New Haven Harbor,NPCC,22,United Illuminating Co
15458,3145,PPL Holtwood,Lancaster,PA,17532,Octoraro Crek,MAAC,22,PPL Electric Utilities Corp
15461,55671,PPL West Earl Peaking Facility,Lancaster,PA,17532,,MAAC,22,PPL Electric Utilities Corp
15465,55523,PSEG Morristown Energy Facility,Shelby,IN,46161,,ECAR,22,PSI Energy Inc
15466,464,Alamosa,Alamosa,CO,81101,,WECC,22,
15466,465,Arapahoe,Denver,CO,80223,South Platte River,WECC,22,
15466,467,Cabin Creek,Clear Creek,CO,80444,South Clear Creek,WECC,22,
