,Plant Name,Plant State,Primary Mover,AER Fuel Code,m,b,Rsq,Std Error
31317,Uncasville Mill,CT,ST,MLG,,,,
31318,CT Resource Rec Authority Facility,CT,ST,MLG,0.014334993294473799,-23.40243975136491,0.0004728713324158007,0.17016790990430428
31319,Milford Power Project,CT,ST,MLG,,,,
31320,Connecticut Valley Hospital Plant,CT,ST,MLG,,,,
31321,Lake Road Generating Plant,CT,ST,MLG,,,,
31322,Plainfield Renewable Energy LLC,CT,ST,MLG,-0.3949223229469858,806.8421731876741,1.0,0.0
31323,Devon Station,CT,ST,OTH,,,,
31324,Montville Station,CT,ST,OTH,3.1953297749630996,-6416.75739548555,0.3474393734372755,1.0947793865316706
31325,NRG Norwalk Harbor,CT,ST,OTH,13.237501803815206,-26609.78039707324,0.9157735515774081,2.0072720273127738
31326,Middletown,CT,ST,OTH,1.6909360837583038,-3394.8856150789024,0.2125339734111844,0.9027286959236724
31327,Millstone,CT,ST,OTH,-0.3892491438054343,788.1819730066092,0.920470217592202,0.04045225152929336
31328,Bridgeport Station,CT,ST,OTH,,,,
31329,New Haven Harbor,CT,ST,OTH,,,,
31330,American Ref-Fuel of SE CT,CT,ST,OTH,,,,
31331,AES Thames,CT,ST,OTH,,,,
31332,Covanta Bristol Energy,CT,ST,OTH,-0.909961677389043,1839.1337305771337,0.822793571276892,0.11712395206495829
31333,Covanta Wallingford Energy,CT,ST,OTH,0.7739434481293728,-1551.7363118937624,0.5542982932749132,0.16357741973952306
31334,Exeter Energy LP,CT,ST,OTH,0.03329601894320611,-62.46094920790323,0.003183316353176274,0.2945981825241574
31335,Stone Container Uncasville,CT,ST,OTH,,,,
31336,Wheelabrator Bridgeport,CT,ST,OTH,-0.053560696207932246,112.93904882231516,0.010334337047874315,0.18531226334287695
31337,Pfizer Groton Plant,CT,ST,OTH,,,,
31338,Versailles Mill,CT,ST,OTH,,,,
31339,Wheelabrator Lisbon,CT,ST,OTH,-0.07592020060304899,155.87178524734733,0.5737126158775977,0.020694807304464973
31340,Covanta Mid-Connecticut Energy,CT,ST,OTH,,,,
31341,Covanta Southeastern Connecticut Company,CT,ST,OTH,0.9806251898923125,-1948.9569430403938,0.9584127132293608,0.0566546263301328
31342,Uncasville Mill,CT,ST,OTH,,,,
31343,CT Resource Rec Authority Facility,CT,ST,OTH,0.014334993294473799,-23.40243975136491,0.0004728713324158007,0.17016790990430428
31344,Milford Power Project,CT,ST,OTH,,,,
31345,Connecticut Valley Hospital Plant,CT,ST,OTH,,,,
31346,Lake Road Generating Plant,CT,ST,OTH,,,,
31347,Plainfield Renewable Energy LLC,CT,ST,OTH,-0.3949223229469858,806.8421731876741,1.0,0.0
31348,Devon Station,CT,ST,WWW,,,,
31349,Montville Station,CT,ST,WWW,3.1953297749630996,-6416.75739548555,0.3474393734372755,1.0947793865316706
31350,NRG Norwalk Harbor,CT,ST,WWW,13.237501803815206,-26609.78039707324,0.9157735515774081,2.0072720273127738
31351,Middletown,CT,ST,WWW,1.6909360837583038,-3394.8856150789024,0.2125339734111844,0.9027286959236724
31352,Millstone,CT,ST,WWW,-0.3892491438054343,788.1819730066092,0.920470217592202,0.04045225152929336
31353,Bridgeport Station,CT,ST,WWW,,,,
31354,New Haven Harbor,CT,ST,WWW,,,,
31355,American Ref-Fuel of SE CT,CT,ST,WWW,,,,
31356,AES Thames,CT,ST,WWW,,,,
31357,Covanta Bristol Energy,CT,ST,WWW,-0.909961677389043,1839.1337305771337,0.822793571276892,0.11712395206495829
31358,Covanta Wallingford Energy,CT,ST,WWW,0.7739434481293728,-1551.7363118937624,0.5542982932749132,0.16357741973952306
31359,Exeter Energy LP,CT,ST,WWW,0.03329601894320611,-62.46094920790323,0.003183316353176274,0.2945981825241574
31360,Stone Container Uncasville,CT,ST,WWW,,,,
31361,Wheelabrator Bridgeport,CT,ST,WWW,-0.053560696207932246,112.93904882231516,0.010334337047874315,0.18531226334287695
31362,Pfizer Groton Plant,CT,ST,WWW,,,,
31363,Versailles Mill,CT,ST,WWW,,,,
31364,Wheelabrator Lisbon,CT,ST,WWW,-0.07592020060304899,155.87178524734733,0.5737126158775977,0.020694807304464973
31365,Covanta Mid-Connecticut Energy,CT,ST,WWW,,,,
31366,Covanta Southeastern Connecticut Company,CT,ST,WWW,0.9806251898923125,-1948.9569430403938,0.9584127132293608,0.0566546263301328
31367,Uncasville Mill,CT,ST,WWW,,,,
31368,CT Resource Rec Authority Facility,CT,ST,WWW,0.014334993294473799,-23.40243975136491,0.0004728713324158007,0.17016790990430428
31369,Milford Power Project,CT,ST,WWW,,,,
31370,Connecticut Valley Hospital Plant,CT,ST,WWW,,,,
31371,Lake Road Generating Plant,CT,ST,WWW,,,,
31372,Plainfield Renewable Energy LLC,CT,ST,WWW,-0.3949223229469858,806.8421731876741,1.0,0.0
31373,Devon Station,CT,ST,OOG,,,,
31374,Montville Station,CT,ST,OOG,3.1953297749630996,-6416.75739548555,0.3474393734372755,1.0947793865316706
31375,NRG Norwalk Harbor,CT,ST,OOG,13.237501803815206,-26609.78039707324,0.9157735515774081,2.0072720273127738
31376,Middletown,CT,ST,OOG,1.6909360837583038,-3394.8856150789024,0.2125339734111844,0.9027286959236724
31377,Millstone,CT,ST,OOG,-0.3892491438054343,788.1819730066092,0.920470217592202,0.04045225152929336
31378,Bridgeport Station,CT,ST,OOG,,,,
31379,New Haven Harbor,CT,ST,OOG,,,,
31380,American Ref-Fuel of SE CT,CT,ST,OOG,,,,
31381,AES Thames,CT,ST,OOG,,,,
31382,Covanta Bristol Energy,CT,ST,OOG,-0.909961677389043,1839.1337305771337,0.822793571276892,0.11712395206495829
31383,Covanta Wallingford Energy,CT,ST,OOG,0.7739434481293728,-1551.7363118937624,0.5542982932749132,0.16357741973952306
31384,Exeter Energy LP,CT,ST,OOG,0.03329601894320611,-62.46094920790323,0.003183316353176274,0.2945981825241574
31385,Stone Container Uncasville,CT,ST,OOG,,,,
31386,Wheelabrator Bridgeport,CT,ST,OOG,-0.053560696207932246,112.93904882231516,0.010334337047874315,0.18531226334287695
31387,Pfizer Groton Plant,CT,ST,OOG,,,,
31388,Versailles Mill,CT,ST,OOG,,,,
31389,Wheelabrator Lisbon,CT,ST,OOG,-0.07592020060304899,155.87178524734733,0.5737126158775977,0.020694807304464973
31390,Covanta Mid-Connecticut Energy,CT,ST,OOG,,,,
31391,Covanta Southeastern Connecticut Company,CT,ST,OOG,0.9806251898923125,-1948.9569430403938,0.9584127132293608,0.0566546263301328
31392,Uncasville Mill,CT,ST,OOG,,,,
31393,CT Resource Rec Authority Facility,CT,ST,OOG,0.014334993294473799,-23.40243975136491,0.0004728713324158007,0.17016790990430428
31394,Milford Power Project,CT,ST,OOG,,,,
31395,Connecticut Valley Hospital Plant,CT,ST,OOG,,,,
31396,Lake Road Generating Plant,CT,ST,OOG,,,,
31397,Plainfield Renewable Energy LLC,CT,ST,OOG,-0.3949223229469858,806.8421731876741,1.0,0.0
31398,Devon Station,CT,ST,ORW,,,,
31399,Montville Station,CT,ST,ORW,3.1953297749630996,-6416.75739548555,0.3474393734372755,1.0947793865316706
31400,NRG Norwalk Harbor,CT,ST,ORW,13.237501803815206,-26609.78039707324,0.9157735515774081,2.0072720273127738
31401,Middletown,CT,ST,ORW,1.6909360837583038,-3394.8856150789024,0.2125339734111844,0.9027286959236724
31402,Millstone,CT,ST,ORW,-0.3892491438054343,788.1819730066092,0.920470217592202,0.04045225152929336
31403,Bridgeport Station,CT,ST,ORW,,,,
31404,New Haven Harbor,CT,ST,ORW,,,,
31405,American Ref-Fuel of SE CT,CT,ST,ORW,,,,
31406,AES Thames,CT,ST,ORW,,,,
31407,Covanta Bristol Energy,CT,ST,ORW,-0.909961677389043,1839.1337305771337,0.822793571276892,0.11712395206495829
31408,Covanta Wallingford Energy,CT,ST,ORW,0.7739434481293728,-1551.7363118937624,0.5542982932749132,0.16357741973952306
31409,Exeter Energy LP,CT,ST,ORW,0.03329601894320611,-62.46094920790323,0.003183316353176274,0.2945981825241574
31410,Stone Container Uncasville,CT,ST,ORW,,,,
31411,Wheelabrator Bridgeport,CT,ST,ORW,-0.053560696207932246,112.93904882231516,0.010334337047874315,0.18531226334287695
31412,Pfizer Groton Plant,CT,ST,ORW,,,,
31413,Versailles Mill,CT,ST,ORW,,,,
31414,Wheelabrator Lisbon,CT,ST,ORW,-0.07592020060304899,155.87178524734733,0.5737126158775977,0.020694807304464973
31415,Covanta Mid-Connecticut Energy,CT,ST,ORW,,,,
31416,Covanta Southeastern Connecticut Company,CT,ST,ORW,0.9806251898923125,-1948.9569430403938,0.9584127132293608,0.0566546263301328
31417,Uncasville Mill,CT,ST,ORW,,,,
31418,CT Resource Rec Authority Facility,CT,ST,ORW,0.014334993294473799,-23.40243975136491,0.0004728713324158007,0.17016790990430428
31419,Milford Power Project,CT,ST,ORW,,,,
31420,Connecticut Valley Hospital Plant,CT,ST,ORW,,,,
31421,Lake Road Generating Plant,CT,ST,ORW,,,,
31422,Plainfield Renewable Energy LLC,CT,ST,ORW,-0.3949223229469858,806.8421731876741,1.0,0.0
31423,Montville Station,CT,IC,DFO,2.487803778986682,-4993.620453651858,0.29025551878857764,1.9451222273205717
31424,South Norwalk Electric,CT,IC,DFO,,,,
31425,Hartford Landfill Gas Utilization Proj,CT,IC,DFO,,,,
31426,"John Street 1, 3, 4 & 5",CT,IC,DFO,,,,
31427,"Cytec 1, 2 & 3",CT,IC,DFO,,,,
31428,New Milford Gas Recovery,CT,IC,DFO,0.8530786940924389,-1707.3271320551864,0.1594413297978279,1.1308682998740613
31429,MM Hartford Energy,CT,IC,DFO,0.3696043567195821,-733.936031543273,0.8571151462983415,0.08712643956096926
31430,Bridge Street 1 & 2,CT,IC,DFO,,,,
31431,"Fort Hill 1, 2, 3 & 4",CT,IC,DFO,,,,
31432,Gary Court 1 & 2,CT,IC,DFO,,,,
31433,Jewett City 1,CT,IC,DFO,,,,
31434,LNG 1 & 2,CT,IC,DFO,,,,
31435,Lebanon Pines 1 & 2,CT,IC,DFO,,,,
31436,Norden 1-3,CT,IC,DFO,,,,
31437,Norwich WWTP,CT,IC,DFO,,,,
31438,Water Treatment 1 & 2,CT,IC,DFO,,,,
31439,Bradley Energy Center,CT,IC,DFO,,,,
31440,CCSU Co-Gen-STBY Gen,CT,IC,DFO,,,,
31441,Cellu Tissue,CT,IC,DFO,,,,
31442,Wesleyan University Cogen 1,CT,IC,DFO,,,,
31443,Bristol Myers Squibb Wallingford,CT,IC,DFO,,,,
31444,Backus Microgrid Project,CT,IC,DFO,,,,
31445,Montville Station,CT,IC,MLG,2.487803778986682,-4993.620453651858,0.29025551878857764,1.9451222273205717
31446,South Norwalk Electric,CT,IC,MLG,,,,
31447,Hartford Landfill Gas Utilization Proj,CT,IC,MLG,,,,
31448,"John Street 1, 3, 4 & 5",CT,IC,MLG,,,,
31449,"Cytec 1, 2 & 3",CT,IC,MLG,,,,
31450,New Milford Gas Recovery,CT,IC,MLG,0.8530786940924389,-1707.3271320551864,0.1594413297978279,1.1308682998740613
31451,MM Hartford Energy,CT,IC,MLG,0.3696043567195821,-733.936031543273,0.8571151462983415,0.08712643956096926
31452,Bridge Street 1 & 2,CT,IC,MLG,,,,
31453,"Fort Hill 1, 2, 3 & 4",CT,IC,MLG,,,,
31454,Gary Court 1 & 2,CT,IC,MLG,,,,
31455,Jewett City 1,CT,IC,MLG,,,,
31456,LNG 1 & 2,CT,IC,MLG,,,,
31457,Lebanon Pines 1 & 2,CT,IC,MLG,,,,
31458,Norden 1-3,CT,IC,MLG,,,,
31459,Norwich WWTP,CT,IC,MLG,,,,
31460,Water Treatment 1 & 2,CT,IC,MLG,,,,
31461,Bradley Energy Center,CT,IC,MLG,,,,
31462,CCSU Co-Gen-STBY Gen,CT,IC,MLG,,,,
31463,Cellu Tissue,CT,IC,MLG,,,,
31464,Wesleyan University Cogen 1,CT,IC,MLG,,,,
31465,Bristol Myers Squibb Wallingford,CT,IC,MLG,,,,
31466,Backus Microgrid Project,CT,IC,MLG,,,,
31467,Montville Station,CT,IC,RFO,2.487803778986682,-4993.620453651858,0.29025551878857764,1.9451222273205717
31468,South Norwalk Electric,CT,IC,RFO,,,,
31469,Hartford Landfill Gas Utilization Proj,CT,IC,RFO,,,,
31470,"John Street 1, 3, 4 & 5",CT,IC,RFO,,,,
31471,"Cytec 1, 2 & 3",CT,IC,RFO,,,,
31472,New Milford Gas Recovery,CT,IC,RFO,0.8530786940924389,-1707.3271320551864,0.1594413297978279,1.1308682998740613
31473,MM Hartford Energy,CT,IC,RFO,0.3696043567195821,-733.936031543273,0.8571151462983415,0.08712643956096926
31474,Bridge Street 1 & 2,CT,IC,RFO,,,,
31475,"Fort Hill 1, 2, 3 & 4",CT,IC,RFO,,,,
31476,Gary Court 1 & 2,CT,IC,RFO,,,,
31477,Jewett City 1,CT,IC,RFO,,,,
31478,LNG 1 & 2,CT,IC,RFO,,,,
31479,Lebanon Pines 1 & 2,CT,IC,RFO,,,,
31480,Norden 1-3,CT,IC,RFO,,,,
31481,Norwich WWTP,CT,IC,RFO,,,,
31482,Water Treatment 1 & 2,CT,IC,RFO,,,,
31483,Bradley Energy Center,CT,IC,RFO,,,,
31484,CCSU Co-Gen-STBY Gen,CT,IC,RFO,,,,
31485,Cellu Tissue,CT,IC,RFO,,,,
31486,Wesleyan University Cogen 1,CT,IC,RFO,,,,
31487,Bristol Myers Squibb Wallingford,CT,IC,RFO,,,,
31488,Backus Microgrid Project,CT,IC,RFO,,,,
31489,Montville Station,CT,IC,NG,2.487803778986682,-4993.620453651858,0.29025551878857764,1.9451222273205717
31490,South Norwalk Electric,CT,IC,NG,,,,
31491,Hartford Landfill Gas Utilization Proj,CT,IC,NG,,,,
31492,"John Street 1, 3, 4 & 5",CT,IC,NG,,,,
31493,"Cytec 1, 2 & 3",CT,IC,NG,,,,
31494,New Milford Gas Recovery,CT,IC,NG,0.8530786940924389,-1707.3271320551864,0.1594413297978279,1.1308682998740613
31495,MM Hartford Energy,CT,IC,NG,0.3696043567195821,-733.936031543273,0.8571151462983415,0.08712643956096926
31496,Bridge Street 1 & 2,CT,IC,NG,,,,
31497,"Fort Hill 1, 2, 3 & 4",CT,IC,NG,,,,
31498,Gary Court 1 & 2,CT,IC,NG,,,,
31499,Jewett City 1,CT,IC,NG,,,,
31500,LNG 1 & 2,CT,IC,NG,,,,
31501,Lebanon Pines 1 & 2,CT,IC,NG,,,,
31502,Norden 1-3,CT,IC,NG,,,,
31503,Norwich WWTP,CT,IC,NG,,,,
31504,Water Treatment 1 & 2,CT,IC,NG,,,,
31505,Bradley Energy Center,CT,IC,NG,,,,
31506,CCSU Co-Gen-STBY Gen,CT,IC,NG,,,,
31507,Cellu Tissue,CT,IC,NG,,,,
31508,Wesleyan University Cogen 1,CT,IC,NG,,,,
31509,Bristol Myers Squibb Wallingford,CT,IC,NG,,,,
31510,Backus Microgrid Project,CT,IC,NG,,,,
31511,Montville Station,CT,IC,COL,2.487803778986682,-4993.620453651858,0.29025551878857764,1.9451222273205717
31512,South Norwalk Electric,CT,IC,COL,,,,
31513,Hartford Landfill Gas Utilization Proj,CT,IC,COL,,,,
31514,"John Street 1, 3, 4 & 5",CT,IC,COL,,,,
31515,"Cytec 1, 2 & 3",CT,IC,COL,,,,
31516,New Milford Gas Recovery,CT,IC,COL,0.8530786940924389,-1707.3271320551864,0.1594413297978279,1.1308682998740613
31517,MM Hartford Energy,CT,IC,COL,0.3696043567195821,-733.936031543273,0.8571151462983415,0.08712643956096926
31518,Bridge Street 1 & 2,CT,IC,COL,,,,
31519,"Fort Hill 1, 2, 3 & 4",CT,IC,COL,,,,
31520,Gary Court 1 & 2,CT,IC,COL,,,,
31521,Jewett City 1,CT,IC,COL,,,,
31522,LNG 1 & 2,CT,IC,COL,,,,
31523,Lebanon Pines 1 & 2,CT,IC,COL,,,,
31524,Norden 1-3,CT,IC,COL,,,,
31525,Norwich WWTP,CT,IC,COL,,,,
31526,Water Treatment 1 & 2,CT,IC,COL,,,,
31527,Bradley Energy Center,CT,IC,COL,,,,
31528,CCSU Co-Gen-STBY Gen,CT,IC,COL,,,,
31529,Cellu Tissue,CT,IC,COL,,,,
31530,Wesleyan University Cogen 1,CT,IC,COL,,,,
31531,Bristol Myers Squibb Wallingford,CT,IC,COL,,,,
31532,Backus Microgrid Project,CT,IC,COL,,,,
31533,Algonquin Windsor Locks,CT,CA,DFO,0.7992912277405811,-1600.6719852505507,0.11910380316237641,0.7685278425035672
31534,Capital District Energy Center,CT,CA,DFO,-0.5085421007619941,1032.0762059208676,0.06801679125278258,0.6655457174603493
31535,Hartford Hospital Cogeneration,CT,CA,DFO,0.8462794009142108,-1698.3384381522906,0.39727675395495626,0.36853706301741873
31536,Bridgeport Energy Project,CT,CA,DFO,0.8759394653315603,-1757.1818312728565,0.6674072167472641,0.4372401730905405
31537,Kleen Energy Systems Project,CT,CA,DFO,,,,
31538,UCONN Cogen Facility,CT,CA,DFO,,,,
31539,Wesleyan University Cogen 1,CT,CA,DFO,,,,
31540,Connecticut Valley Hospital Plant,CT,CA,DFO,,,,
31541,"Kimberly Clark-Unit 1,2,3",CT,CA,DFO,-0.8881663804805887,1794.4568342570085,0.48783258534159013,0.9100492559254689
31542,Algonquin Windsor Locks,CT,CA,NG,0.7992912277405811,-1600.6719852505507,0.11910380316237641,0.7685278425035672
31543,Capital District Energy Center,CT,CA,NG,-0.5085421007619941,1032.0762059208676,0.06801679125278258,0.6655457174603493
31544,Hartford Hospital Cogeneration,CT,CA,NG,0.8462794009142108,-1698.3384381522906,0.39727675395495626,0.36853706301741873
31545,Bridgeport Energy Project,CT,CA,NG,0.8759394653315603,-1757.1818312728565,0.6674072167472641,0.4372401730905405
31546,Kleen Energy Systems Project,CT,CA,NG,,,,
31547,UCONN Cogen Facility,CT,CA,NG,,,,
31548,Wesleyan University Cogen 1,CT,CA,NG,,,,
31549,Connecticut Valley Hospital Plant,CT,CA,NG,,,,
31550,"Kimberly Clark-Unit 1,2,3",CT,CA,NG,-0.8881663804805887,1794.4568342570085,0.48783258534159013,0.9100492559254689
31551,Algonquin Windsor Locks,CT,CT,DFO,0.7992912277405811,-1600.6719852505507,0.11910380316237641,0.7685278425035672
31552,Capital District Energy Center,CT,CT,DFO,-0.5085421007619941,1032.0762059208676,0.06801679125278258,0.6655457174603493
31553,Hartford Hospital Cogeneration,CT,CT,DFO,0.8462794009142108,-1698.3384381522906,0.39727675395495626,0.36853706301741873
31554,Bridgeport Energy Project,CT,CT,DFO,0.8759394653315603,-1757.1818312728565,0.6674072167472641,0.4372401730905405
31555,Kleen Energy Systems Project,CT,CT,DFO,,,,
31556,UCONN Cogen Facility,CT,CT,DFO,,,,
31557,"Kimberly Clark-Unit 1,2,3",CT,CT,DFO,-0.8881663804805887,1794.4568342570085,0.48783258534159013,0.9100492559254689
31558,Algonquin Windsor Locks,CT,CT,NG,0.7992912277405811,-1600.6719852505507,0.11910380316237641,0.7685278425035672
31559,Capital District Energy Center,CT,CT,NG,-0.5085421007619941,1032.0762059208676,0.06801679125278258,0.6655457174603493
31560,Hartford Hospital Cogeneration,CT,CT,NG,0.8462794009142108,-1698.3384381522906,0.39727675395495626,0.36853706301741873
31561,Bridgeport Energy Project,CT,CT,NG,0.8759394653315603,-1757.1818312728565,0.6674072167472641,0.4372401730905405
31562,Kleen Energy Systems Project,CT,CT,NG,,,,
31563,UCONN Cogen Facility,CT,CT,NG,,,,
31564,"Kimberly Clark-Unit 1,2,3",CT,CT,NG,-0.8881663804805887,1794.4568342570085,0.48783258534159013,0.9100492559254689
31565,Milford Power Project,CT,CS,DFO,0.029571767047523383,-54.59653971585426,0.0006162569387755238,0.4501046353405431
31566,Lake Road Generating Plant,CT,CS,DFO,-0.13372213475560574,273.985745220982,0.022354388318286778,0.33424399484650086
31567,Milford Power Project,CT,CS,NG,0.029571767047523383,-54.59653971585426,0.0006162569387755238,0.4501046353405431
31568,Lake Road Generating Plant,CT,CS,NG,-0.13372213475560574,273.985745220982,0.022354388318286778,0.33424399484650086
31569,Tunnel,CT,OT,OTH,,,,
31570,CCSU Fuel Cell Project,CT,FC,NG,,,,
31571,CJTS Energy Center,CT,FC,NG,,,,
31572,Bridgeport Fuel Cell Park,CT,FC,NG,,,,
31573,"Dominion Bridgeport Fuel Cell, LLC",CT,FC,NG,,,,
31574,Hartford Hospital Cogeneration,CT,FC,NG,4.45273473400731,-8964.227702139484,1.0,
31575,IBM Southbury,CT,FC,NG,,,,
31576,Pepperidge Farm Bloomfield,CT,FC,NG,,,,
31577,UI RCP Bridgeport Seaside,CT,FC,NG,,,,
31578,UI RCP New Haven Fuel Cell,CT,FC,NG,,,,
31579,Somers Solar Center,CT,PV,SUN,,,,
31580,"Advance Stores Company, Inc",CT,PV,SUN,,,,
31581,Antares-GRE 314 East Lyme LLC,CT,PV,SUN,-5.579144266076437,11252.363866199472,1.0,
31582,"Somers Solar Center, LLC",CT,PV,SUN,3.7246316419389442,-7493.839978980212,1.0,
31583,UI RCP Bridgeport Seaside,CT,PV,SUN,,,,
31584,Northfield Mountain,MA,PS,HPS,0.029873826115733772,-51.97746348570219,0.0005847619099890716,0.71303962791786
31585,Bear Swamp,MA,PS,HPS,0.03712892985274034,-73.10701735068888,0.011443951928284424,0.24401137404268303
31586,Exelon Edgar LLC,MA,GT,DFO,,,,
31587,Mystic Generating Station,MA,GT,DFO,0.6932728892109097,-1389.2898664430597,0.11032733508966305,1.13662485678625
31588,New Boston Generating Station,MA,GT,DFO,,,,
31589,Kendall Square Station,MA,GT,DFO,-0.22798733206923477,464.57765571870675,0.08286817227161307,0.4378971227448173
31590,Somerset Station,MA,GT,DFO,,,,
31591,Nantucket,MA,GT,DFO,,,,
31592,Doreen,MA,GT,DFO,3.643287432157928,-7309.805342371446,0.12017986090379382,3.485214747282157
31593,NAEA Energy Massachusetts LLC,MA,GT,DFO,-2.5978631671419583,5238.087671487779,0.9999561896530834,0.004769166184230034
31594,Woodland Road,MA,GT,DFO,4.278673594850079,-8599.908261249142,0.9004444287203934,0.3945861228350617
31595,Waters River,MA,GT,DFO,,,,
31596,Stony Brook,MA,GT,DFO,,,,
31597,General Electric Aircraft Engines,MA,GT,DFO,-134.79699622534963,271919.64991259103,0.15603339390582677,156.74874519449955
31598,M Street Jet,MA,GT,DFO,,,,
31599,Deer Island Treatment Plant,MA,GT,DFO,,,,
31600,Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,GT,DFO,,,,
31601,Fellsway Development LLC,MA,GT,DFO,,,,
31602,Fall River Electric,MA,GT,DFO,,,,
31603,Exelon Framingham LLC,MA,GT,DFO,0.07224051712982708,-140.39028716476676,0.010882022651952865,0.3976394401601814
31604,Exelon L Street,MA,GT,DFO,0.12109641694046963,-238.82620340123856,0.027618013800252937,0.4148517219558734
31605,Exelon Medway LLC,MA,GT,DFO,0.07673522608773223,-149.4373493404992,0.011890256672774303,0.4038695640905501
31606,Medical Area Total Energy Plant,MA,GT,DFO,,,,
31607,Berkshire Power,MA,GT,DFO,,,,
31608,GRS Fall River,MA,GT,DFO,0.08925134875133951,-174.34597019662493,0.7859007658829453,0.02689539093591254
31609,Potter Station 2,MA,GT,DFO,,,,
31610,Dartmouth Power Associates,MA,GT,DFO,,,,
31611,Dartmouth Power Associates LP,MA,GT,DFO,-0.06674448639602622,140.48299636962705,0.009512398753424205,0.24079635026522678
31612,Gillette SBMC,MA,GT,DFO,,,,
31613,Amherst College Co Gen,MA,GT,DFO,,,,
31614,Essential Power Massachusetts LLC,MA,GT,DFO,,,,
31615,Smith College Central Heating Plant,MA,GT,DFO,,,,
31616,Univ of Massachusetts Medical Center,MA,GT,DFO,,,,
31617,Erving Paper Mills,MA,GT,DFO,,,,
31618,West Groton CHP,MA,GT,DFO,,,,
31619,Exelon Edgar LLC,MA,GT,WOO,,,,
31620,Mystic Generating Station,MA,GT,WOO,0.6932728892109097,-1389.2898664430597,0.11032733508966305,1.13662485678625
31621,New Boston Generating Station,MA,GT,WOO,,,,
31622,Kendall Square Station,MA,GT,WOO,-0.22798733206923477,464.57765571870675,0.08286817227161307,0.4378971227448173
31623,Somerset Station,MA,GT,WOO,,,,
31624,Nantucket,MA,GT,WOO,,,,
31625,Doreen,MA,GT,WOO,3.643287432157928,-7309.805342371446,0.12017986090379382,3.485214747282157
31626,NAEA Energy Massachusetts LLC,MA,GT,WOO,-2.5978631671419583,5238.087671487779,0.9999561896530834,0.004769166184230034
31627,Woodland Road,MA,GT,WOO,4.278673594850079,-8599.908261249142,0.9004444287203934,0.3945861228350617
31628,Waters River,MA,GT,WOO,,,,
31629,Stony Brook,MA,GT,WOO,,,,
31630,General Electric Aircraft Engines,MA,GT,WOO,-134.79699622534963,271919.64991259103,0.15603339390582677,156.74874519449955
31631,M Street Jet,MA,GT,WOO,,,,
31632,Deer Island Treatment Plant,MA,GT,WOO,,,,
31633,Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,GT,WOO,,,,
31634,Fellsway Development LLC,MA,GT,WOO,,,,
31635,Fall River Electric,MA,GT,WOO,,,,
31636,Exelon Framingham LLC,MA,GT,WOO,0.07224051712982708,-140.39028716476676,0.010882022651952865,0.3976394401601814
31637,Exelon L Street,MA,GT,WOO,0.12109641694046963,-238.82620340123856,0.027618013800252937,0.4148517219558734
31638,Exelon Medway LLC,MA,GT,WOO,0.07673522608773223,-149.4373493404992,0.011890256672774303,0.4038695640905501
31639,Medical Area Total Energy Plant,MA,GT,WOO,,,,
31640,Berkshire Power,MA,GT,WOO,,,,
31641,GRS Fall River,MA,GT,WOO,0.08925134875133951,-174.34597019662493,0.7859007658829453,0.02689539093591254
31642,Potter Station 2,MA,GT,WOO,,,,
31643,Dartmouth Power Associates,MA,GT,WOO,,,,
31644,Dartmouth Power Associates LP,MA,GT,WOO,-0.06674448639602622,140.48299636962705,0.009512398753424205,0.24079635026522678
31645,Gillette SBMC,MA,GT,WOO,,,,
31646,Amherst College Co Gen,MA,GT,WOO,,,,
31647,Essential Power Massachusetts LLC,MA,GT,WOO,,,,
31648,Smith College Central Heating Plant,MA,GT,WOO,,,,
31649,Univ of Massachusetts Medical Center,MA,GT,WOO,,,,
31650,Erving Paper Mills,MA,GT,WOO,,,,
31651,West Groton CHP,MA,GT,WOO,,,,
31652,Exelon Edgar LLC,MA,GT,NG,,,,
31653,Mystic Generating Station,MA,GT,NG,0.6932728892109097,-1389.2898664430597,0.11032733508966305,1.13662485678625
31654,New Boston Generating Station,MA,GT,NG,,,,
31655,Kendall Square Station,MA,GT,NG,-0.22798733206923477,464.57765571870675,0.08286817227161307,0.4378971227448173
31656,Somerset Station,MA,GT,NG,,,,
31657,Nantucket,MA,GT,NG,,,,
31658,Doreen,MA,GT,NG,3.643287432157928,-7309.805342371446,0.12017986090379382,3.485214747282157
31659,NAEA Energy Massachusetts LLC,MA,GT,NG,-2.5978631671419583,5238.087671487779,0.9999561896530834,0.004769166184230034
31660,Woodland Road,MA,GT,NG,4.278673594850079,-8599.908261249142,0.9004444287203934,0.3945861228350617
31661,Waters River,MA,GT,NG,,,,
31662,Stony Brook,MA,GT,NG,,,,
31663,General Electric Aircraft Engines,MA,GT,NG,-134.79699622534963,271919.64991259103,0.15603339390582677,156.74874519449955
31664,M Street Jet,MA,GT,NG,,,,
31665,Deer Island Treatment Plant,MA,GT,NG,,,,
31666,Mass Inst Tech Cntrl Utilities/Cogen Plt,MA,GT,NG,,,,
31667,Fellsway Development LLC,MA,GT,NG,,,,
31668,Fall River Electric,MA,GT,NG,,,,
31669,Exelon Framingham LLC,MA,GT,NG,0.07224051712982708,-140.39028716476676,0.010882022651952865,0.3976394401601814
